"","ID","Scenario","hy.share"
"4276","276","S7",0.89
"4277","277","S7",0.86
"4278","278","S7",0.79
"4279","279","S7",0.89
"4280","280","S7",0.83
"4281","281","S7",0.97
"4282","282","S7",1.09
"4283","283","S7",0.93
"4284","284","S7",0.94
"4285","285","S7",0.98
"4286","286","S7",0.85
"4287","287","S7",0.91
"4288","288","S7",0.86
"4289","289","S7",0.99
"4290","290","S7",0.87
"4291","291","S7",0.92
"4292","292","S7",0.88
"4293","293","S7",0.94
"4294","294","S7",0.95
"4295","295","S7",0.9
"4296","296","S7",0.89
"4297","297","S7",0.93
"4298","298","S7",0.87
"4299","299","S7",1.15
"4300","300","S7",0.94
"4301","301","S7",0.94
"4302","302","S7",0.92
"4303","303","S7",0.85
"4304","304","S7",0.76
"4305","305","S7",0.69
"4306","306","S7",0.95
"4307","307","S7",0.96
"4308","308","S7",1.17
"4309","309","S7",0.84
"4310","310","S7",1.04
"4311","311","S7",0.79
"4312","312","S7",0.87
"4313","313","S7",0.94
"4314","314","S7",0.94
"4315","315","S7",0.84
"4316","316","S7",0.97
"4317","317","S7",0.89
"4318","318","S7",0.9
"4319","319","S7",0.84
"4320","320","S7",0.97
"4321","321","S7",0.83
"4322","322","S7",0.97
"4323","323","S7",0.87
"4324","324","S7",1.1
"4325","325","S7",0.98
"4326","326","S7",0.87
"4327","327","S7",0.98
"4328","328","S7",0.91
"4329","329","S7",0.97
"4330","330","S7",0.79
"4331","331","S7",0.76
"4332","332","S7",0.95
"4333","333","S7",0.91
"4334","334","S7",1.01
"4335","335","S7",0.97
"4336","336","S7",0.96
"4337","337","S7",0.76
"4338","338","S7",0.71
"4339","339","S7",0.81
"4340","340","S7",0.77
"4341","341","S7",0.96
"4342","342","S7",0.63
"4343","343","S7",0.88
"4344","344","S7",0.86
"4345","345","S7",0.8
"4346","346","S7",0.88
"4347","347","S7",0.83
"4348","348","S7",1.06
"4349","349","S7",0.85
"4350","350","S7",1.01
"4351","351","S7",0.83
"4352","352","S7",0.88
"4353","353","S7",0.98
"4354","354","S7",0.99
"4355","355","S7",1.03
"4356","356","S7",1.03
"4357","357","S7",0.86
"4358","358","S7",0.78
"4359","359","S7",1.04
"4360","360","S7",0.93
"4361","361","S7",1.13
"4362","362","S7",0.86
"4363","363","S7",0.81
"4364","364","S7",1.08
"4365","365","S7",0.72
"4366","366","S7",1.01
"4367","367","S7",0.96
"4368","368","S7",1.01
"4369","369","S7",0.9
"4370","370","S7",1.03
"4371","371","S7",0.82
"4372","372","S7",0.97
"4373","373","S7",1.03
"4374","374","S7",0.93
"4375","375","S7",0.94
"4376","376","S7",1
"4377","377","S7",0.94
"4378","378","S7",0.81
"4379","379","S7",0.9
"4380","380","S7",0.93
"4381","381","S7",0.97
"4382","382","S7",1
"4383","383","S7",0.84
"4384","384","S7",0.92
"4385","385","S7",0.87
"4386","386","S7",0.86
"4387","387","S7",0.95
"4388","388","S7",0.88
"4389","389","S7",0.93
"4390","390","S7",0.85
"4391","391","S7",0.78
"4392","392","S7",0.9
"4393","393","S7",1.04
"4394","394","S7",0.94
"4395","395","S7",0.79
"4396","396","S7",0.85
"4397","397","S7",0.91
"4398","398","S7",0.96
"4399","399","S7",0.8
"4400","400","S7",0.76
"4401","401","S7",0.92
"4402","402","S7",0.96
"4403","403","S7",1.07
"4404","404","S7",0.87
"4405","405","S7",0.96
"4406","406","S7",0.89
"4407","407","S7",0.89
"4408","408","S7",0.72
"4409","409","S7",0.96
"4410","410","S7",0.93
"4411","411","S7",0.8
"4412","412","S7",1.04
"4413","413","S7",1.15
"4414","414","S7",1.07
"4415","415","S7",0.86
"4416","416","S7",0.89
"4417","417","S7",0.74
"4418","418","S7",0.84
"4419","419","S7",0.84
"4420","420","S7",0.85
"4421","421","S7",0.93
"4422","422","S7",0.79
"4423","423","S7",0.85
"4424","424","S7",0.96
"4425","425","S7",0.97
"4426","426","S7",0.78
"4427","427","S7",0.83
"4428","428","S7",0.85
"4429","429","S7",1.01
"4430","430","S7",0.97
"4431","431","S7",1.02
"4432","432","S7",0.93
"4433","433","S7",0.95
"4434","434","S7",1
"4435","435","S7",0.68
"4436","436","S7",1.02
"4437","437","S7",0.88
"4438","438","S7",1.11
"4439","439","S7",0.94
"4440","440","S7",0.84
"4441","441","S7",0.94
"4442","442","S7",1.01
"4443","443","S7",0.84
"4444","444","S7",0.78
"4445","445","S7",1
"4446","446","S7",0.83
"4447","447","S7",0.95
"4448","448","S7",0.99
"4449","449","S7",0.96
"4450","450","S7",1
"4451","451","S7",0.97
"4452","452","S7",0.89
"4453","453","S7",0.91
"4454","454","S7",1.07
"4455","455","S7",0.9
"4456","456","S7",0.94
"4457","457","S7",0.94
"4458","458","S7",0.82
"4459","459","S7",0.88
"4460","460","S7",0.95
"4461","461","S7",0.89
"4462","462","S7",0.84
"4463","463","S7",0.87
"4464","464","S7",0.94
"4465","465","S7",0.98
"4466","466","S7",1.01
"4467","467","S7",1.1
"4468","468","S7",0.81
"4469","469","S7",0.9
"4470","470","S7",0.97
"4471","471","S7",0.89
"4472","472","S7",0.79
"4473","473","S7",0.95
"4474","474","S7",1.06
"4475","475","S7",0.86
"4476","476","S7",1.07
"4477","477","S7",0.93
"4478","478","S7",0.93
"4479","479","S7",0.93
"4480","480","S7",0.9
"4481","481","S7",1.13
"4482","482","S7",1.22
"4483","483","S7",0.89
"4484","484","S7",0.99
"4485","485","S7",1.07
"4486","486","S7",0.79
"4487","487","S7",0.81
"4488","488","S7",0.92
"4489","489","S7",0.89
"4490","490","S7",0.92
"4491","491","S7",0.92
"4492","492","S7",0.94
"4493","493","S7",0.9
"4494","494","S7",0.92
"4495","495","S7",0.9
"4496","496","S7",0.89
"4497","497","S7",0.8
"4498","498","S7",0.98
"4499","499","S7",0.96
"4500","500","S7",0.79
"4501","1","S8",1.16
"4502","2","S8",1.23
"4503","3","S8",0.79
"4504","4","S8",1.02
"4505","5","S8",1.22
"4506","6","S8",1.1
"4507","7","S8",1.08
"4508","8","S8",1.04
"4509","9","S8",1.17
"4510","10","S8",1.19
"4511","11","S8",1.15
"4512","12","S8",1.1
"4513","13","S8",1.16
"4514","14","S8",1.19
"4515","15","S8",1.22
"4516","16","S8",1.08
"4517","17","S8",0.94
"4518","18","S8",1.04
"4519","19","S8",1.25
"4520","20","S8",0.89
"4521","21","S8",1.03
"4522","22","S8",1.06
"4523","23","S8",1.18
"4524","24","S8",1.11
"4525","25","S8",1.19
"4526","26","S8",1.04
"4527","27","S8",1.03
"4528","28","S8",1.21
"4529","29","S8",1.02
"4530","30","S8",1.02
"4531","31","S8",1.13
"4532","32","S8",0.96
"4533","33","S8",1.15
"4534","34","S8",0.96
"4535","35","S8",1.24
"4536","36","S8",0.93
"4537","37","S8",1.21
"4538","38","S8",1.17
"4539","39","S8",0.97
"4540","40","S8",0.94
"4541","41","S8",1.03
"4542","42","S8",1.22
"4543","43","S8",1.17
"4544","44","S8",1.11
"4545","45","S8",1.13
"4546","46","S8",1.11
"4547","47","S8",0.99
"4548","48","S8",1.05
"4549","49","S8",1.09
"4550","50","S8",1.01
"4551","51","S8",1.04
"4552","52","S8",1.04
"4553","53","S8",1.06
"4554","54","S8",0.85
"4555","55","S8",1.22
"4556","56","S8",0.96
"4557","57","S8",0.99
"4558","58","S8",1.21
"4559","59","S8",1.16
"4560","60","S8",1.07
"4561","61","S8",1.2
"4562","62","S8",1.18
"4563","63","S8",1.37
"4564","64","S8",0.97
"4565","65","S8",1.12
"4566","66","S8",1.11
"4567","67","S8",1.1
"4568","68","S8",1.06
"4569","69","S8",1.11
"4570","70","S8",1.13
"4571","71","S8",1.09
"4572","72","S8",1.12
"4573","73","S8",1.18
"4574","74","S8",1.01
"4575","75","S8",1.18
"4576","76","S8",1.13
"4577","77","S8",0.98
"4578","78","S8",1.13
"4579","79","S8",1.08
"4580","80","S8",1.19
"4581","81","S8",1.05
"4582","82","S8",1.24
"4583","83","S8",1.15
"4584","84","S8",1.29
"4585","85","S8",1.09
"4586","86","S8",1.06
"4587","87","S8",1.02
"4588","88","S8",1.14
"4589","89","S8",1.05
"4590","90","S8",1.09
"4591","91","S8",1.15
"4592","92","S8",1.17
"4593","93","S8",1.28
"4594","94","S8",1.11
"4595","95","S8",1.11
"4596","96","S8",1.17
"4597","97","S8",1.1
"4598","98","S8",0.9
"4599","99","S8",0.94
"4600","100","S8",0.96
"4601","101","S8",1.13
"4602","102","S8",1.02
"4603","103","S8",1.17
"4604","104","S8",0.98
"4605","105","S8",1.22
"4606","106","S8",0.88
"4607","107","S8",1.04
"4608","108","S8",1.13
"4609","109","S8",1.13
"4610","110","S8",1.14
"4611","111","S8",1.01
"4612","112","S8",1.13
"4613","113","S8",1.08
"4614","114","S8",0.95
"4615","115","S8",1.03
"4616","116","S8",1.21
"4617","117","S8",1.19
"4618","118","S8",1.18
"4619","119","S8",0.9
"4620","120","S8",1.25
"4621","121","S8",1.06
"4622","122","S8",0.86
"4623","123","S8",1.1
"4624","124","S8",1.25
"4625","125","S8",1.18
"4626","126","S8",0.96
"4627","127","S8",1.07
"4628","128","S8",1.29
"4629","129","S8",0.96
"4630","130","S8",1.05
"4631","131","S8",1.22
"4632","132","S8",1.07
"4633","133","S8",0.94
"4634","134","S8",1.39
"4635","135","S8",1.01
"4636","136","S8",1.05
"4637","137","S8",0.96
"4638","138","S8",1.13
"4639","139","S8",0.9
"4640","140","S8",1.07
"4641","141","S8",1.09
"4642","142","S8",1.29
"4643","143","S8",1.02
"4644","144","S8",0.87
"4645","145","S8",0.95
"4646","146","S8",1.1
"4647","147","S8",1.04
"4648","148","S8",1.2
"4649","149","S8",1.15
"4650","150","S8",1.27
"4651","151","S8",1.07
"4652","152","S8",1.19
"4653","153","S8",1.22
"4654","154","S8",1.07
"4655","155","S8",1.01
"4656","156","S8",0.97
"4657","157","S8",0.94
"4658","158","S8",1.04
"4659","159","S8",1.19
"4660","160","S8",1.1
"4661","161","S8",1.28
"4662","162","S8",1.01
"4663","163","S8",1.07
"4664","164","S8",1.14
"4665","165","S8",1.14
"4666","166","S8",1.12
"4667","167","S8",1.03
"4668","168","S8",0.95
"4669","169","S8",1.01
"4670","170","S8",0.99
"4671","171","S8",1.35
"4672","172","S8",1.11
"4673","173","S8",1.28
"4674","174","S8",0.96
"4675","175","S8",1.17
"4676","176","S8",1.12
"4677","177","S8",1.12
"4678","178","S8",0.99
"4679","179","S8",1.1
"4680","180","S8",1.23
"4681","181","S8",1.38
"4682","182","S8",0.98
"4683","183","S8",1.29
"4684","184","S8",0.88
"4685","185","S8",1.23
"4686","186","S8",1.11
"4687","187","S8",1.19
"4688","188","S8",1.06
"4689","189","S8",1
"4690","190","S8",1.2
"4691","191","S8",1.02
"4692","192","S8",1.19
"4693","193","S8",1.18
"4694","194","S8",1.21
"4695","195","S8",1.19
"4696","196","S8",1.33
"4697","197","S8",1.29
"4698","198","S8",1.08
"4699","199","S8",1
"4700","200","S8",1.03
"4701","201","S8",0.95
"4702","202","S8",1.04
"4703","203","S8",1.1
"4704","204","S8",1.21
"4705","205","S8",0.97
"4706","206","S8",1.11
"4707","207","S8",1.02
"4708","208","S8",0.86
"4709","209","S8",1.22
"4710","210","S8",1.27
"4711","211","S8",1.07
"4712","212","S8",0.94
"4713","213","S8",1.07
"4714","214","S8",1.08
"4715","215","S8",1.05
"4716","216","S8",0.95
"4717","217","S8",1.12
"4718","218","S8",1.14
"4719","219","S8",1.16
"4720","220","S8",1.17
"4721","221","S8",1.03
"4722","222","S8",1.09
"4723","223","S8",1.17
"4724","224","S8",1.12
"4725","225","S8",1.05
"4726","226","S8",1.01
"4727","227","S8",1.04
"4728","228","S8",1.05
"4729","229","S8",1.19
"4730","230","S8",1.15
"4731","231","S8",1.06
"4732","232","S8",1.14
"4733","233","S8",1
"4734","234","S8",1.1
"4735","235","S8",1.17
"4736","236","S8",1.25
"4737","237","S8",1.05
"4738","238","S8",1.1
"4739","239","S8",1.02
"4740","240","S8",1.13
"4741","241","S8",1.29
"4742","242","S8",1.11
"4743","243","S8",1.18
"4744","244","S8",1.01
"4745","245","S8",1.07
"4746","246","S8",1.24
"4747","247","S8",1.06
"4748","248","S8",1
"4749","249","S8",1.3
"4750","250","S8",1.1
"4751","251","S8",1.08
"4752","252","S8",0.95
"4753","253","S8",1.03
"4754","254","S8",1.03
"4755","255","S8",1
"4756","256","S8",1.2
"4757","257","S8",1.02
"4758","258","S8",1.03
"4759","259","S8",1.16
"4760","260","S8",1.09
"4761","261","S8",1.08
"4762","262","S8",1.15
"4763","263","S8",1.06
"4764","264","S8",1.21
"4765","265","S8",1.16
"4766","266","S8",1.29
"4767","267","S8",1.08
"4768","268","S8",1.1
"4769","269","S8",1.03
"4770","270","S8",0.96
"4771","271","S8",1.03
"4772","272","S8",1.17
"4773","273","S8",1.07
"4774","274","S8",1.14
"4775","275","S8",0.95
"4776","276","S8",1.07
"4777","277","S8",0.98
"4778","278","S8",0.95
"4779","279","S8",1.13
"4780","280","S8",1.07
"4781","281","S8",1.22
"4782","282","S8",1.33
"4783","283","S8",1.17
"4784","284","S8",1.14
"4785","285","S8",1.09
"4786","286","S8",0.99
"4787","287","S8",1.11
"4788","288","S8",1.13
"4789","289","S8",1.15
"4790","290","S8",1.12
"4791","291","S8",1.11
"4792","292","S8",1.1
"4793","293","S8",1.07
"4794","294","S8",1.1
"4795","295","S8",1.05
"4796","296","S8",1.08
"4797","297","S8",1.12
"4798","298","S8",1.07
"4799","299","S8",1.33
"4800","300","S8",1.16
"4801","301","S8",1.15
"4802","302","S8",1.11
"4803","303","S8",1.06
"4804","304","S8",0.93
"4805","305","S8",0.93
"4806","306","S8",1.09
"4807","307","S8",1.15
"4808","308","S8",1.28
"4809","309","S8",1.02
"4810","310","S8",1.14
"4811","311","S8",1.01
"4812","312","S8",1.1
"4813","313","S8",1.15
"4814","314","S8",1.12
"4815","315","S8",0.93
"4816","316","S8",1.18
"4817","317","S8",1.01
"4818","318","S8",1.16
"4819","319","S8",1.05
"4820","320","S8",1.12
"4821","321","S8",1.02
"4822","322","S8",1.11
"4823","323","S8",0.92
"4824","324","S8",1.3
"4825","325","S8",1.15
"4826","326","S8",0.99
"4827","327","S8",1.21
"4828","328","S8",1.1
"4829","329","S8",1.14
"4830","330","S8",0.89
"4831","331","S8",0.88
"4832","332","S8",1.04
"4833","333","S8",1.03
"4834","334","S8",1.05
"4835","335","S8",1.12
"4836","336","S8",1.14
"4837","337","S8",1.06
"4838","338","S8",0.91
"4839","339","S8",1
"4840","340","S8",0.96
"4841","341","S8",1.15
"4842","342","S8",0.84
"4843","343","S8",1.01
"4844","344","S8",1.09
"4845","345","S8",0.94
"4846","346","S8",1.03
"4847","347","S8",1.05
"4848","348","S8",1.22
"4849","349","S8",0.99
"4850","350","S8",1.12
"4851","351","S8",1.04
"4852","352","S8",1.11
"4853","353","S8",1.11
"4854","354","S8",1.19
"4855","355","S8",1.15
"4856","356","S8",1.3
"4857","357","S8",1.06
"4858","358","S8",0.99
"4859","359","S8",1.26
"4860","360","S8",1.07
"4861","361","S8",1.22
"4862","362","S8",0.98
"4863","363","S8",1
"4864","364","S8",1.25
"4865","365","S8",0.88
"4866","366","S8",1.21
"4867","367","S8",1.12
"4868","368","S8",1.27
"4869","369","S8",1.05
"4870","370","S8",1.28
"4871","371","S8",1.08
"4872","372","S8",1.17
"4873","373","S8",1.18
"4874","374","S8",1.14
"4875","375","S8",1.18
"4876","376","S8",1.18
"4877","377","S8",1.17
"4878","378","S8",0.95
"4879","379","S8",1.14
"4880","380","S8",1.12
"4881","381","S8",1.12
"4882","382","S8",1.19
"4883","383","S8",1.02
"4884","384","S8",1.07
"4885","385","S8",1.05
"4886","386","S8",1.08
"4887","387","S8",1.24
"4888","388","S8",1.05
"4889","389","S8",1.14
"4890","390","S8",0.96
"4891","391","S8",0.86
"4892","392","S8",1.04
"4893","393","S8",1.32
"4894","394","S8",1.17
"4895","395","S8",1.05
"4896","396","S8",1.09
"4897","397","S8",1.14
"4898","398","S8",1.12
"4899","399","S8",0.95
"4900","400","S8",0.96
"4901","401","S8",1.09
"4902","402","S8",1.16
"4903","403","S8",1.23
"4904","404","S8",1.16
"4905","405","S8",1.17
"4906","406","S8",1.09
"4907","407","S8",0.99
"4908","408","S8",0.86
"4909","409","S8",1.17
"4910","410","S8",1.06
"4911","411","S8",1.03
"4912","412","S8",1.16
"4913","413","S8",1.37
"4914","414","S8",1.25
"4915","415","S8",1.05
"4916","416","S8",1.04
"4917","417","S8",0.92
"4918","418","S8",0.97
"4919","419","S8",0.94
"4920","420","S8",1.1
"4921","421","S8",1.14
"4922","422","S8",1.04
"4923","423","S8",0.99
"4924","424","S8",1.13
"4925","425","S8",1.15
"4926","426","S8",1.04
"4927","427","S8",0.99
"4928","428","S8",1.09
"4929","429","S8",1.17
"4930","430","S8",1.19
"4931","431","S8",1.32
"4932","432","S8",1.1
"4933","433","S8",1.11
"4934","434","S8",1.2
"4935","435","S8",0.82
"4936","436","S8",1.22
"4937","437","S8",1.1
"4938","438","S8",1.37
"4939","439","S8",1.14
"4940","440","S8",1.09
"4941","441","S8",1.15
"4942","442","S8",1.1
"4943","443","S8",0.9
"4944","444","S8",0.93
"4945","445","S8",1.26
"4946","446","S8",1.11
"4947","447","S8",1.18
"4948","448","S8",1.14
"4949","449","S8",1.21
"4950","450","S8",1.2
"4951","451","S8",1.13
"4952","452","S8",1.05
"4953","453","S8",1.08
"4954","454","S8",1.27
"4955","455","S8",1.06
"4956","456","S8",1.18
"4957","457","S8",1.11
"4958","458","S8",1.06
"4959","459","S8",1.07
"4960","460","S8",1.16
"4961","461","S8",1.02
"4962","462","S8",1.09
"4963","463","S8",0.99
"4964","464","S8",1.1
"4965","465","S8",1.17
"4966","466","S8",1.21
"4967","467","S8",1.35
"4968","468","S8",1.01
"4969","469","S8",1.04
"4970","470","S8",1.13
"4971","471","S8",1.03
"4972","472","S8",0.94
"4973","473","S8",1.2
"4974","474","S8",1.2
"4975","475","S8",1.01
"4976","476","S8",1.26
"4977","477","S8",1.17
"4978","478","S8",1.09
"4979","479","S8",1.08
"4980","480","S8",1.19
"4981","481","S8",1.27
"4982","482","S8",1.37
"4983","483","S8",1.03
"4984","484","S8",1.1
"4985","485","S8",1.23
"4986","486","S8",1.01
"4987","487","S8",1.01
"4988","488","S8",1.12
"4989","489","S8",1.19
"4990","490","S8",1.13
"4991","491","S8",1.11
"4992","492","S8",1.15
"4993","493","S8",1.1
"4994","494","S8",1.12
"4995","495","S8",1.15
"4996","496","S8",1.1
"4997","497","S8",0.89
"4998","498","S8",1.17
"4999","499","S8",1.14
"5000","500","S8",0.92
"5001","1","S9",1.59
"5002","2","S9",1.77
"5003","3","S9",1.22
"5004","4","S9",1.47
"5005","5","S9",1.51
"5006","6","S9",1.5
"5007","7","S9",1.38
"5008","8","S9",1.35
"5009","9","S9",1.57
"5010","10","S9",1.36
"5011","11","S9",1.49
"5012","12","S9",1.41
"5013","13","S9",1.35
"5014","14","S9",1.68
"5015","15","S9",1.62
"5016","16","S9",1.56
"5017","17","S9",1.22
"5018","18","S9",1.39
"5019","19","S9",1.52
"5020","20","S9",1.33
"5021","21","S9",1.39
"5022","22","S9",1.56
"5023","23","S9",1.61
"5024","24","S9",1.51
"5025","25","S9",1.6
"5026","26","S9",1.51
"5027","27","S9",1.33
"5028","28","S9",1.65
"5029","29","S9",1.53
"5030","30","S9",1.35
"5031","31","S9",1.5
"5032","32","S9",1.33
"5033","33","S9",1.68
"5034","34","S9",1.37
"5035","35","S9",1.56
"5036","36","S9",1.48
"5037","37","S9",1.51
"5038","38","S9",1.43
"5039","39","S9",1.37
"5040","40","S9",1.33
"5041","41","S9",1.53
"5042","42","S9",1.38
"5043","43","S9",1.4
"5044","44","S9",1.63
"5045","45","S9",1.43
"5046","46","S9",1.48
"5047","47","S9",1.44
"5048","48","S9",1.25
"5049","49","S9",1.41
"5050","50","S9",1.22
"5051","51","S9",1.42
"5052","52","S9",1.56
"5053","53","S9",1.53
"5054","54","S9",1.39
"5055","55","S9",1.46
"5056","56","S9",1.34
"5057","57","S9",1.3
"5058","58","S9",1.55
"5059","59","S9",1.34
"5060","60","S9",1.54
"5061","61","S9",1.5
"5062","62","S9",1.5
"5063","63","S9",1.84
"5064","64","S9",1.34
"5065","65","S9",1.57
"5066","66","S9",1.6
"5067","67","S9",1.5
"5068","68","S9",1.47
"5069","69","S9",1.32
"5070","70","S9",1.49
"5071","71","S9",1.48
"5072","72","S9",1.46
"5073","73","S9",1.53
"5074","74","S9",1.29
"5075","75","S9",1.78
"5076","76","S9",1.59
"5077","77","S9",1.49
"5078","78","S9",1.48
"5079","79","S9",1.33
"5080","80","S9",1.46
"5081","81","S9",1.35
"5082","82","S9",1.61
"5083","83","S9",1.45
"5084","84","S9",1.48
"5085","85","S9",1.5
"5086","86","S9",1.56
"5087","87","S9",1.33
"5088","88","S9",1.54
"5089","89","S9",1.39
"5090","90","S9",1.49
"5091","91","S9",1.48
"5092","92","S9",1.55
"5093","93","S9",1.49
"5094","94","S9",1.36
"5095","95","S9",1.4
"5096","96","S9",1.53
"5097","97","S9",1.51
"5098","98","S9",1.27
"5099","99","S9",1.44
"5100","100","S9",1.35
"5101","101","S9",1.58
"5102","102","S9",1.61
"5103","103","S9",1.45
"5104","104","S9",1.5
"5105","105","S9",1.65
"5106","106","S9",1.35
"5107","107","S9",1.28
"5108","108","S9",1.42
"5109","109","S9",1.51
"5110","110","S9",1.63
"5111","111","S9",1.25
"5112","112","S9",1.52
"5113","113","S9",1.43
"5114","114","S9",1.41
"5115","115","S9",1.36
"5116","116","S9",1.63
"5117","117","S9",1.55
"5118","118","S9",1.57
"5119","119","S9",1.37
"5120","120","S9",1.5
"5121","121","S9",1.45
"5122","122","S9",1.36
"5123","123","S9",1.32
"5124","124","S9",1.49
"5125","125","S9",1.51
"5126","126","S9",1.33
"5127","127","S9",1.55
"5128","128","S9",1.76
"5129","129","S9",1.33
"5130","130","S9",1.47
"5131","131","S9",1.43
"5132","132","S9",1.51
"5133","133","S9",1.39
"5134","134","S9",1.61
"5135","135","S9",1.49
"5136","136","S9",1.4
"5137","137","S9",1.56
"5138","138","S9",1.58
"5139","139","S9",1.29
"5140","140","S9",1.44
"5141","141","S9",1.35
"5142","142","S9",1.6
"5143","143","S9",1.43
"5144","144","S9",1.28
"5145","145","S9",1.23
"5146","146","S9",1.36
"5147","147","S9",1.43
"5148","148","S9",1.4
"5149","149","S9",1.56
"5150","150","S9",1.69
"5151","151","S9",1.54
"5152","152","S9",1.62
"5153","153","S9",1.77
"5154","154","S9",1.51
"5155","155","S9",1.49
"5156","156","S9",1.47
"5157","157","S9",1.44
"5158","158","S9",1.47
"5159","159","S9",1.42
"5160","160","S9",1.48
"5161","161","S9",1.48
"5162","162","S9",1.41
"5163","163","S9",1.52
"5164","164","S9",1.49
"5165","165","S9",1.44
"5166","166","S9",1.49
"5167","167","S9",1.39
"5168","168","S9",1.33
"5169","169","S9",1.38
"5170","170","S9",1.39
"5171","171","S9",1.64
"5172","172","S9",1.69
"5173","173","S9",1.64
"5174","174","S9",1.41
"5175","175","S9",1.55
"5176","176","S9",1.53
"5177","177","S9",1.39
"5178","178","S9",1.3
"5179","179","S9",1.63
"5180","180","S9",1.36
"5181","181","S9",1.99
"5182","182","S9",1.29
"5183","183","S9",1.72
"5184","184","S9",1.45
"5185","185","S9",1.53
"5186","186","S9",1.43
"5187","187","S9",1.57
"5188","188","S9",1.46
"5189","189","S9",1.43
"5190","190","S9",1.59
"5191","191","S9",1.51
"5192","192","S9",1.62
"5193","193","S9",1.57
"5194","194","S9",1.64
"5195","195","S9",1.51
"5196","196","S9",1.68
"5197","197","S9",1.56
"5198","198","S9",1.36
"5199","199","S9",1.43
"5200","200","S9",1.43
"5201","201","S9",1.33
"5202","202","S9",1.38
"5203","203","S9",1.45
"5204","204","S9",1.49
"5205","205","S9",1.58
"5206","206","S9",1.44
"5207","207","S9",1.54
"5208","208","S9",1.22
"5209","209","S9",1.63
"5210","210","S9",1.4
"5211","211","S9",1.37
"5212","212","S9",1.35
"5213","213","S9",1.42
"5214","214","S9",1.51
"5215","215","S9",1.46
"5216","216","S9",1.27
"5217","217","S9",1.59
"5218","218","S9",1.66
"5219","219","S9",1.58
"5220","220","S9",1.68
"5221","221","S9",1.44
"5222","222","S9",1.49
"5223","223","S9",1.53
"5224","224","S9",1.65
"5225","225","S9",1.42
"5226","226","S9",1.32
"5227","227","S9",1.34
"5228","228","S9",1.59
"5229","229","S9",1.69
"5230","230","S9",1.6
"5231","231","S9",1.36
"5232","232","S9",1.69
"5233","233","S9",1.44
"5234","234","S9",1.47
"5235","235","S9",1.48
"5236","236","S9",1.68
"5237","237","S9",1.46
"5238","238","S9",1.3
"5239","239","S9",1.64
"5240","240","S9",1.35
"5241","241","S9",1.61
"5242","242","S9",1.49
"5243","243","S9",1.56
"5244","244","S9",1.39
"5245","245","S9",1.58
"5246","246","S9",1.66
"5247","247","S9",1.6
"5248","248","S9",1.47
"5249","249","S9",1.7
"5250","250","S9",1.47
"5251","251","S9",1.35
"5252","252","S9",1.44
"5253","253","S9",1.39
"5254","254","S9",1.44
"5255","255","S9",1.41
"5256","256","S9",1.55
"5257","257","S9",1.29
"5258","258","S9",1.59
"5259","259","S9",1.42
"5260","260","S9",1.64
"5261","261","S9",1.36
"5262","262","S9",1.46
"5263","263","S9",1.34
"5264","264","S9",1.58
"5265","265","S9",1.56
"5266","266","S9",1.78
"5267","267","S9",1.36
"5268","268","S9",1.35
"5269","269","S9",1.5
"5270","270","S9",1.46
"5271","271","S9",1.45
"5272","272","S9",1.51
"5273","273","S9",1.28
"5274","274","S9",1.56
"5275","275","S9",1.26
"5276","276","S9",1.35
"5277","277","S9",1.47
"5278","278","S9",1.49
"5279","279","S9",1.6
"5280","280","S9",1.5
"5281","281","S9",1.56
"5282","282","S9",1.74
"5283","283","S9",1.46
"5284","284","S9",1.56
"5285","285","S9",1.42
"5286","286","S9",1.44
"5287","287","S9",1.57
"5288","288","S9",1.45
"5289","289","S9",1.47
"5290","290","S9",1.55
"5291","291","S9",1.37
"5292","292","S9",1.42
"5293","293","S9",1.42
"5294","294","S9",1.27
"5295","295","S9",1.36
"5296","296","S9",1.35
"5297","297","S9",1.57
"5298","298","S9",1.45
"5299","299","S9",1.65
"5300","300","S9",1.56
"5301","301","S9",1.51
"5302","302","S9",1.59
"5303","303","S9",1.38
"5304","304","S9",1.41
"5305","305","S9",1.28
"5306","306","S9",1.49
"5307","307","S9",1.52
"5308","308","S9",1.58
"5309","309","S9",1.29
"5310","310","S9",1.39
"5311","311","S9",1.44
"5312","312","S9",1.51
"5313","313","S9",1.47
"5314","314","S9",1.48
"5315","315","S9",1.36
"5316","316","S9",1.41
"5317","317","S9",1.52
"5318","318","S9",1.67
"5319","319","S9",1.48
"5320","320","S9",1.64
"5321","321","S9",1.54
"5322","322","S9",1.43
"5323","323","S9",1.27
"5324","324","S9",1.51
"5325","325","S9",1.44
"5326","326","S9",1.55
"5327","327","S9",1.57
"5328","328","S9",1.36
"5329","329","S9",1.62
"5330","330","S9",1.38
"5331","331","S9",1.48
"5332","332","S9",1.59
"5333","333","S9",1.37
"5334","334","S9",1.52
"5335","335","S9",1.42
"5336","336","S9",1.42
"5337","337","S9",1.6
"5338","338","S9",1.27
"5339","339","S9",1.45
"5340","340","S9",1.54
"5341","341","S9",1.51
"5342","342","S9",1.22
"5343","343","S9",1.39
"5344","344","S9",1.36
"5345","345","S9",1.35
"5346","346","S9",1.3
"5347","347","S9",1.56
"5348","348","S9",1.65
"5349","349","S9",1.41
"5350","350","S9",1.58
"5351","351","S9",1.44
"5352","352","S9",1.46
