"","ID","Scenario","truck.share"
"4269","269","S7",44.39
"4270","270","S7",44.13
"4271","271","S7",43.57
"4272","272","S7",43.34
"4273","273","S7",43.23
"4274","274","S7",43.2
"4275","275","S7",43.02
"4276","276","S7",43.08
"4277","277","S7",43.89
"4278","278","S7",43.39
"4279","279","S7",43.68
"4280","280","S7",43.31
"4281","281","S7",43.03
"4282","282","S7",43.93
"4283","283","S7",43.49
"4284","284","S7",43.48
"4285","285","S7",43.62
"4286","286","S7",43.22
"4287","287","S7",43.39
"4288","288","S7",43.4
"4289","289","S7",44.28
"4290","290","S7",43.7
"4291","291","S7",43.69
"4292","292","S7",43.94
"4293","293","S7",42.96
"4294","294","S7",43.76
"4295","295","S7",42.35
"4296","296","S7",43.72
"4297","297","S7",43.68
"4298","298","S7",44.65
"4299","299","S7",43.9
"4300","300","S7",43.13
"4301","301","S7",43.52
"4302","302","S7",43.5
"4303","303","S7",43.45
"4304","304","S7",43.18
"4305","305","S7",42.93
"4306","306","S7",43.58
"4307","307","S7",43
"4308","308","S7",43.48
"4309","309","S7",42.86
"4310","310","S7",44.58
"4311","311","S7",43.45
"4312","312","S7",42.99
"4313","313","S7",42.51
"4314","314","S7",44.05
"4315","315","S7",44.15
"4316","316","S7",43.66
"4317","317","S7",43.71
"4318","318","S7",43.56
"4319","319","S7",43.51
"4320","320","S7",43.71
"4321","321","S7",44.31
"4322","322","S7",43.01
"4323","323","S7",43.22
"4324","324","S7",43.42
"4325","325","S7",43.23
"4326","326","S7",43.35
"4327","327","S7",44.08
"4328","328","S7",44.01
"4329","329","S7",44.04
"4330","330","S7",43.59
"4331","331","S7",43.89
"4332","332","S7",43.35
"4333","333","S7",43.21
"4334","334","S7",43.98
"4335","335","S7",43.71
"4336","336","S7",43.87
"4337","337","S7",43.93
"4338","338","S7",43.91
"4339","339","S7",43.32
"4340","340","S7",44.33
"4341","341","S7",43.53
"4342","342","S7",43.43
"4343","343","S7",43.52
"4344","344","S7",43.65
"4345","345","S7",43.29
"4346","346","S7",43.27
"4347","347","S7",43.44
"4348","348","S7",43.58
"4349","349","S7",43.36
"4350","350","S7",43.5
"4351","351","S7",43.63
"4352","352","S7",43.58
"4353","353","S7",43.29
"4354","354","S7",43.22
"4355","355","S7",43.56
"4356","356","S7",43.74
"4357","357","S7",43.38
"4358","358","S7",43.86
"4359","359","S7",42.93
"4360","360","S7",43.9
"4361","361","S7",43.59
"4362","362","S7",43.35
"4363","363","S7",43.53
"4364","364","S7",43.59
"4365","365","S7",44.33
"4366","366","S7",44.12
"4367","367","S7",44.05
"4368","368","S7",43.1
"4369","369","S7",43.34
"4370","370","S7",43.85
"4371","371","S7",42.42
"4372","372","S7",43.04
"4373","373","S7",43.18
"4374","374","S7",43.45
"4375","375","S7",44.04
"4376","376","S7",43.5
"4377","377","S7",43.67
"4378","378","S7",44.16
"4379","379","S7",43.05
"4380","380","S7",43.58
"4381","381","S7",43.37
"4382","382","S7",43.42
"4383","383","S7",43.41
"4384","384","S7",43.49
"4385","385","S7",44.11
"4386","386","S7",43.62
"4387","387","S7",42.95
"4388","388","S7",44.29
"4389","389","S7",44.11
"4390","390","S7",43.72
"4391","391","S7",44.04
"4392","392","S7",43.44
"4393","393","S7",43.43
"4394","394","S7",43.11
"4395","395","S7",44.5
"4396","396","S7",43.39
"4397","397","S7",44.11
"4398","398","S7",43.19
"4399","399","S7",44.16
"4400","400","S7",43.61
"4401","401","S7",42.93
"4402","402","S7",44.12
"4403","403","S7",42.71
"4404","404","S7",43.28
"4405","405","S7",44.33
"4406","406","S7",43.49
"4407","407","S7",43.34
"4408","408","S7",44.03
"4409","409","S7",44.04
"4410","410","S7",45.02
"4411","411","S7",42.61
"4412","412","S7",43.34
"4413","413","S7",43.58
"4414","414","S7",43.31
"4415","415","S7",43.58
"4416","416","S7",43.98
"4417","417","S7",43.2
"4418","418","S7",43.86
"4419","419","S7",43.7
"4420","420","S7",43.2
"4421","421","S7",43.43
"4422","422","S7",43.95
"4423","423","S7",43.98
"4424","424","S7",42.96
"4425","425","S7",43.45
"4426","426","S7",43.91
"4427","427","S7",43.27
"4428","428","S7",43.86
"4429","429","S7",44.07
"4430","430","S7",43.07
"4431","431","S7",43.95
"4432","432","S7",43.36
"4433","433","S7",43.13
"4434","434","S7",43.53
"4435","435","S7",44.23
"4436","436","S7",43.16
"4437","437","S7",43.3
"4438","438","S7",43.39
"4439","439","S7",44.34
"4440","440","S7",43.66
"4441","441","S7",44.35
"4442","442","S7",44.69
"4443","443","S7",43.06
"4444","444","S7",44.06
"4445","445","S7",44.03
"4446","446","S7",43.06
"4447","447","S7",43.07
"4448","448","S7",43.79
"4449","449","S7",43.46
"4450","450","S7",44.17
"4451","451","S7",43.35
"4452","452","S7",43.08
"4453","453","S7",43.47
"4454","454","S7",42.93
"4455","455","S7",43.38
"4456","456","S7",42.83
"4457","457","S7",43.31
"4458","458","S7",43.38
"4459","459","S7",43.09
"4460","460","S7",43.42
"4461","461","S7",43.8
"4462","462","S7",44.11
"4463","463","S7",43.41
"4464","464","S7",44.11
"4465","465","S7",43.98
"4466","466","S7",43.66
"4467","467","S7",43.18
"4468","468","S7",43.79
"4469","469","S7",44.17
"4470","470","S7",44
"4471","471","S7",43.46
"4472","472","S7",44.15
"4473","473","S7",43.52
"4474","474","S7",43.79
"4475","475","S7",44.34
"4476","476","S7",42.95
"4477","477","S7",43.6
"4478","478","S7",43.79
"4479","479","S7",43.37
"4480","480","S7",43.93
"4481","481","S7",44.13
"4482","482","S7",43.77
"4483","483","S7",43.41
"4484","484","S7",43.2
"4485","485","S7",43.25
"4486","486","S7",43.26
"4487","487","S7",44.2
"4488","488","S7",43.9
"4489","489","S7",42.73
"4490","490","S7",43.17
"4491","491","S7",44.82
"4492","492","S7",42.82
"4493","493","S7",43.28
"4494","494","S7",43.1
"4495","495","S7",44.15
"4496","496","S7",43.13
"4497","497","S7",44.52
"4498","498","S7",44.43
"4499","499","S7",43.58
"4500","500","S7",43.89
"4501","1","S8",45.58
"4502","2","S8",45.32
"4503","3","S8",46.15
"4504","4","S8",46.59
"4505","5","S8",46.15
"4506","6","S8",45.23
"4507","7","S8",45.38
"4508","8","S8",45.65
"4509","9","S8",45.59
"4510","10","S8",45.03
"4511","11","S8",45.87
"4512","12","S8",45.3
"4513","13","S8",44.95
"4514","14","S8",45.22
"4515","15","S8",45.69
"4516","16","S8",44.87
"4517","17","S8",46.72
"4518","18","S8",45.88
"4519","19","S8",46.45
"4520","20","S8",46.55
"4521","21","S8",46.27
"4522","22","S8",46.04
"4523","23","S8",46.1
"4524","24","S8",46.09
"4525","25","S8",46.36
"4526","26","S8",46.21
"4527","27","S8",46.5
"4528","28","S8",45.45
"4529","29","S8",45.77
"4530","30","S8",45.9
"4531","31","S8",45.15
"4532","32","S8",46.99
"4533","33","S8",45.81
"4534","34","S8",45.72
"4535","35","S8",45.26
"4536","36","S8",45.39
"4537","37","S8",45.64
"4538","38","S8",45.09
"4539","39","S8",46.12
"4540","40","S8",46.52
"4541","41","S8",46.81
"4542","42","S8",45.85
"4543","43","S8",45.88
"4544","44","S8",45.39
"4545","45","S8",46.07
"4546","46","S8",46.75
"4547","47","S8",46.59
"4548","48","S8",45.86
"4549","49","S8",46.17
"4550","50","S8",45.03
"4551","51","S8",45.86
"4552","52","S8",45.57
"4553","53","S8",46.25
"4554","54","S8",46.68
"4555","55","S8",45.81
"4556","56","S8",45.95
"4557","57","S8",46.35
"4558","58","S8",46.15
"4559","59","S8",45.65
"4560","60","S8",45.68
"4561","61","S8",46.44
"4562","62","S8",45.81
"4563","63","S8",45.71
"4564","64","S8",46.58
"4565","65","S8",46.44
"4566","66","S8",46.1
"4567","67","S8",46.14
"4568","68","S8",46.41
"4569","69","S8",45.84
"4570","70","S8",45.53
"4571","71","S8",45.5
"4572","72","S8",46.09
"4573","73","S8",46.83
"4574","74","S8",46.12
"4575","75","S8",46.14
"4576","76","S8",45.72
"4577","77","S8",45.92
"4578","78","S8",45.65
"4579","79","S8",46.27
"4580","80","S8",45.65
"4581","81","S8",46.01
"4582","82","S8",45.52
"4583","83","S8",45.42
"4584","84","S8",45.19
"4585","85","S8",46.13
"4586","86","S8",45.97
"4587","87","S8",46.01
"4588","88","S8",45.42
"4589","89","S8",45.98
"4590","90","S8",45.74
"4591","91","S8",46.22
"4592","92","S8",45.62
"4593","93","S8",45.26
"4594","94","S8",46.51
"4595","95","S8",46.42
"4596","96","S8",45.73
"4597","97","S8",45.72
"4598","98","S8",45.93
"4599","99","S8",45.93
"4600","100","S8",46.17
"4601","101","S8",45.57
"4602","102","S8",45.76
"4603","103","S8",45.63
"4604","104","S8",46.17
"4605","105","S8",45.22
"4606","106","S8",46.32
"4607","107","S8",45.35
"4608","108","S8",46.21
"4609","109","S8",45.94
"4610","110","S8",45.99
"4611","111","S8",45.93
"4612","112","S8",46.24
"4613","113","S8",46.88
"4614","114","S8",45.88
"4615","115","S8",46.69
"4616","116","S8",45.99
"4617","117","S8",45.12
"4618","118","S8",45.27
"4619","119","S8",46.62
"4620","120","S8",45.67
"4621","121","S8",45.94
"4622","122","S8",45.52
"4623","123","S8",45.59
"4624","124","S8",45.82
"4625","125","S8",45.98
"4626","126","S8",46.56
"4627","127","S8",46.87
"4628","128","S8",46.38
"4629","129","S8",45.49
"4630","130","S8",45.31
"4631","131","S8",46.01
"4632","132","S8",45.7
"4633","133","S8",46.41
"4634","134","S8",45.47
"4635","135","S8",46.67
"4636","136","S8",46.06
"4637","137","S8",45.95
"4638","138","S8",45.88
"4639","139","S8",46.41
"4640","140","S8",46.04
"4641","141","S8",44.98
"4642","142","S8",45.55
"4643","143","S8",45.63
"4644","144","S8",46.82
"4645","145","S8",45.48
"4646","146","S8",45.68
"4647","147","S8",45.68
"4648","148","S8",46.11
"4649","149","S8",46.09
"4650","150","S8",46.26
"4651","151","S8",46.56
"4652","152","S8",45.84
"4653","153","S8",45.93
"4654","154","S8",46.47
"4655","155","S8",46.39
"4656","156","S8",45.67
"4657","157","S8",46.32
"4658","158","S8",47
"4659","159","S8",45.83
"4660","160","S8",46.11
"4661","161","S8",46.54
"4662","162","S8",45.73
"4663","163","S8",46.88
"4664","164","S8",45.69
"4665","165","S8",45.89
"4666","166","S8",46.03
"4667","167","S8",45.65
"4668","168","S8",45.42
"4669","169","S8",46.4
"4670","170","S8",45.57
"4671","171","S8",45.12
"4672","172","S8",46.52
"4673","173","S8",46.62
"4674","174","S8",46.88
"4675","175","S8",45.56
"4676","176","S8",45.29
"4677","177","S8",46.7
"4678","178","S8",45.27
"4679","179","S8",46.85
"4680","180","S8",45.59
"4681","181","S8",45.5
"4682","182","S8",46.78
"4683","183","S8",45.58
"4684","184","S8",45.71
"4685","185","S8",45.26
"4686","186","S8",45.16
"4687","187","S8",46.17
"4688","188","S8",45.21
"4689","189","S8",45.99
"4690","190","S8",45.37
"4691","191","S8",46.32
"4692","192","S8",45.92
"4693","193","S8",45.24
"4694","194","S8",45.6
"4695","195","S8",46.4
"4696","196","S8",45.78
"4697","197","S8",46.17
"4698","198","S8",45.92
"4699","199","S8",45.78
"4700","200","S8",46.78
"4701","201","S8",45.94
"4702","202","S8",46.26
"4703","203","S8",45.98
"4704","204","S8",46.42
"4705","205","S8",45.6
"4706","206","S8",45.8
"4707","207","S8",46.31
"4708","208","S8",45.42
"4709","209","S8",46.32
"4710","210","S8",45.86
"4711","211","S8",46.08
"4712","212","S8",46.07
"4713","213","S8",44.92
"4714","214","S8",46.3
"4715","215","S8",45.26
"4716","216","S8",46.28
"4717","217","S8",45.49
"4718","218","S8",46.58
"4719","219","S8",46.35
"4720","220","S8",45.7
"4721","221","S8",45.09
"4722","222","S8",46.33
"4723","223","S8",45.18
"4724","224","S8",45.84
"4725","225","S8",46.06
"4726","226","S8",45.94
"4727","227","S8",46.15
"4728","228","S8",45.59
"4729","229","S8",45.2
"4730","230","S8",45.18
"4731","231","S8",45.49
"4732","232","S8",45.5
"4733","233","S8",45.37
"4734","234","S8",46.56
"4735","235","S8",45.69
"4736","236","S8",46.97
"4737","237","S8",45.58
"4738","238","S8",45.34
"4739","239","S8",45.94
"4740","240","S8",44.84
"4741","241","S8",45.61
"4742","242","S8",46.07
"4743","243","S8",44.56
"4744","244","S8",45.34
"4745","245","S8",45.92
"4746","246","S8",45.71
"4747","247","S8",46.09
"4748","248","S8",45.77
"4749","249","S8",46.2
"4750","250","S8",46.38
"4751","251","S8",45.15
"4752","252","S8",45.84
"4753","253","S8",46.94
"4754","254","S8",45.53
"4755","255","S8",46.49
"4756","256","S8",45.5
"4757","257","S8",46.61
"4758","258","S8",45.87
"4759","259","S8",45.54
"4760","260","S8",45.56
"4761","261","S8",45
"4762","262","S8",45.65
"4763","263","S8",45.52
"4764","264","S8",45.52
"4765","265","S8",46.77
"4766","266","S8",45.74
"4767","267","S8",45.78
"4768","268","S8",46.2
"4769","269","S8",46.55
"4770","270","S8",46.21
"4771","271","S8",45.93
"4772","272","S8",45.9
"4773","273","S8",45.88
"4774","274","S8",45.04
"4775","275","S8",45.86
"4776","276","S8",45
"4777","277","S8",46.31
"4778","278","S8",45.48
"4779","279","S8",45.96
"4780","280","S8",45.42
"4781","281","S8",45.5
"4782","282","S8",46.41
"4783","283","S8",45.53
"4784","284","S8",45.8
"4785","285","S8",46.41
"4786","286","S8",45.27
"4787","287","S8",45.62
"4788","288","S8",45.93
"4789","289","S8",46.39
"4790","290","S8",45.66
"4791","291","S8",45.85
"4792","292","S8",46.18
"4793","293","S8",45.69
"4794","294","S8",45.84
"4795","295","S8",45.55
"4796","296","S8",46.03
"4797","297","S8",45.55
"4798","298","S8",46.6
"4799","299","S8",46.02
"4800","300","S8",45.68
"4801","301","S8",46.14
"4802","302","S8",46.34
"4803","303","S8",45.81
"4804","304","S8",45.94
"4805","305","S8",45.44
"4806","306","S8",45.63
"4807","307","S8",46.01
"4808","308","S8",45.36
"4809","309","S8",44.98
"4810","310","S8",46.71
"4811","311","S8",45.89
"4812","312","S8",45.44
"4813","313","S8",45.06
"4814","314","S8",46.08
"4815","315","S8",46.34
"4816","316","S8",46.05
"4817","317","S8",46.31
"4818","318","S8",45.56
"4819","319","S8",45.67
"4820","320","S8",46.3
"4821","321","S8",46.64
"4822","322","S8",45.19
"4823","323","S8",45.38
"4824","324","S8",45.82
"4825","325","S8",45.88
"4826","326","S8",45.69
"4827","327","S8",46.59
"4828","328","S8",46.53
"4829","329","S8",46.16
"4830","330","S8",46.09
"4831","331","S8",46.46
"4832","332","S8",45.88
"4833","333","S8",45.28
"4834","334","S8",46.15
"4835","335","S8",45.79
"4836","336","S8",45.51
"4837","337","S8",45.85
"4838","338","S8",45.93
"4839","339","S8",45.67
"4840","340","S8",46.55
"4841","341","S8",45.15
"4842","342","S8",45.73
"4843","343","S8",45.31
"4844","344","S8",45.72
"4845","345","S8",45.87
"4846","346","S8",45.09
"4847","347","S8",45.45
"4848","348","S8",45.3
"4849","349","S8",45.69
"4850","350","S8",45.91
"4851","351","S8",45.7
"4852","352","S8",46.24
"4853","353","S8",45.49
"4854","354","S8",45.61
"4855","355","S8",45.51
"4856","356","S8",46.11
"4857","357","S8",45.66
"4858","358","S8",46.03
"4859","359","S8",45.24
"4860","360","S8",46.1
"4861","361","S8",45.45
"4862","362","S8",46
"4863","363","S8",46.19
"4864","364","S8",46.11
"4865","365","S8",46.19
"4866","366","S8",45.88
"4867","367","S8",46.19
"4868","368","S8",45.47
"4869","369","S8",46.14
"4870","370","S8",46.05
"4871","371","S8",45.18
"4872","372","S8",44.93
"4873","373","S8",45.5
"4874","374","S8",45.86
"4875","375","S8",46.12
"4876","376","S8",45.73
"4877","377","S8",45.73
"4878","378","S8",46.32
"4879","379","S8",44.97
"4880","380","S8",46
"4881","381","S8",45.67
"4882","382","S8",45.93
"4883","383","S8",45.98
"4884","384","S8",45.5
"4885","385","S8",46.56
"4886","386","S8",46.05
"4887","387","S8",45.73
"4888","388","S8",46.42
"4889","389","S8",46.16
"4890","390","S8",46.07
"4891","391","S8",46.5
"4892","392","S8",45.74
"4893","393","S8",45.82
"4894","394","S8",45.87
"4895","395","S8",47.13
"4896","396","S8",45.78
"4897","397","S8",46.2
"4898","398","S8",45.65
"4899","399","S8",46.8
"4900","400","S8",46.43
"4901","401","S8",45.17
"4902","402","S8",46.48
"4903","403","S8",45.23
"4904","404","S8",45.49
"4905","405","S8",46.91
"4906","406","S8",46.07
"4907","407","S8",46.12
"4908","408","S8",45.86
"4909","409","S8",46.29
"4910","410","S8",47.31
"4911","411","S8",45.08
"4912","412","S8",45.79
"4913","413","S8",45.86
"4914","414","S8",45.42
"4915","415","S8",45.69
"4916","416","S8",45.94
"4917","417","S8",45.49
"4918","418","S8",45.77
"4919","419","S8",45.89
"4920","420","S8",46.29
"4921","421","S8",45.72
"4922","422","S8",46.37
"4923","423","S8",46.75
"4924","424","S8",45.16
"4925","425","S8",45.82
"4926","426","S8",46.35
"4927","427","S8",44.98
"4928","428","S8",46.43
"4929","429","S8",46.6
"4930","430","S8",45.46
"4931","431","S8",45.8
"4932","432","S8",46.01
"4933","433","S8",44.98
"4934","434","S8",45.66
"4935","435","S8",46.16
"4936","436","S8",45.6
"4937","437","S8",45.4
"4938","438","S8",45.9
"4939","439","S8",46.23
"4940","440","S8",46.15
"4941","441","S8",46.49
"4942","442","S8",47.19
"4943","443","S8",45.77
"4944","444","S8",46.02
"4945","445","S8",46.24
"4946","446","S8",45.37
"4947","447","S8",45.59
"4948","448","S8",46.62
"4949","449","S8",46.1
"4950","450","S8",46.58
"4951","451","S8",46.1
"4952","452","S8",45.28
"4953","453","S8",45.79
"4954","454","S8",45.39
"4955","455","S8",45.85
"4956","456","S8",45.56
"4957","457","S8",45.12
"4958","458","S8",45.87
"4959","459","S8",45.48
"4960","460","S8",45.67
"4961","461","S8",45.9
"4962","462","S8",46.56
"4963","463","S8",45.76
"4964","464","S8",46.16
"4965","465","S8",46.24
"4966","466","S8",45.93
"4967","467","S8",45.78
"4968","468","S8",46.34
"4969","469","S8",46.68
"4970","470","S8",46.18
"4971","471","S8",45.36
"4972","472","S8",46.18
"4973","473","S8",45.82
"4974","474","S8",46.33
"4975","475","S8",46.37
"4976","476","S8",45.46
"4977","477","S8",45.86
"4978","478","S8",46.24
"4979","479","S8",45.67
"4980","480","S8",45.8
"4981","481","S8",46.35
"4982","482","S8",46.14
"4983","483","S8",45.99
"4984","484","S8",45.59
"4985","485","S8",45.58
"4986","486","S8",45.53
"4987","487","S8",46.44
"4988","488","S8",46.32
"4989","489","S8",45.16
"4990","490","S8",45.55
"4991","491","S8",46.72
"4992","492","S8",45.36
"4993","493","S8",45.98
"4994","494","S8",45.25
"4995","495","S8",45.92
"4996","496","S8",45.51
"4997","497","S8",46.86
"4998","498","S8",46.47
"4999","499","S8",46.3
"5000","500","S8",46.39
"5001","1","S9",45.58
"5002","2","S9",45.32
"5003","3","S9",46.15
"5004","4","S9",46.59
"5005","5","S9",46.15
"5006","6","S9",45.23
"5007","7","S9",45.38
"5008","8","S9",45.65
"5009","9","S9",45.59
"5010","10","S9",45.03
"5011","11","S9",45.87
"5012","12","S9",45.3
"5013","13","S9",44.95
"5014","14","S9",45.22
"5015","15","S9",45.69
"5016","16","S9",44.87
"5017","17","S9",46.72
"5018","18","S9",45.88
"5019","19","S9",46.45
"5020","20","S9",46.55
"5021","21","S9",46.27
"5022","22","S9",46.04
"5023","23","S9",46.1
"5024","24","S9",46.09
"5025","25","S9",46.36
"5026","26","S9",46.21
"5027","27","S9",46.5
"5028","28","S9",45.45
"5029","29","S9",45.77
"5030","30","S9",45.9
"5031","31","S9",45.15
"5032","32","S9",46.99
"5033","33","S9",45.81
"5034","34","S9",45.72
"5035","35","S9",45.26
"5036","36","S9",45.39
"5037","37","S9",45.64
"5038","38","S9",45.09
"5039","39","S9",46.12
"5040","40","S9",46.52
"5041","41","S9",46.81
"5042","42","S9",45.85
"5043","43","S9",45.88
"5044","44","S9",45.39
"5045","45","S9",46.07
"5046","46","S9",46.75
"5047","47","S9",46.59
"5048","48","S9",45.86
"5049","49","S9",46.17
"5050","50","S9",45.03
"5051","51","S9",45.86
"5052","52","S9",45.57
"5053","53","S9",46.25
"5054","54","S9",46.68
"5055","55","S9",45.81
"5056","56","S9",45.95
"5057","57","S9",46.35
"5058","58","S9",46.15
"5059","59","S9",45.65
"5060","60","S9",45.68
"5061","61","S9",46.44
"5062","62","S9",45.81
"5063","63","S9",45.71
"5064","64","S9",46.58
"5065","65","S9",46.44
"5066","66","S9",46.1
"5067","67","S9",46.14
"5068","68","S9",46.41
"5069","69","S9",45.84
"5070","70","S9",45.53
"5071","71","S9",45.5
"5072","72","S9",46.09
"5073","73","S9",46.83
"5074","74","S9",46.12
"5075","75","S9",46.14
"5076","76","S9",45.72
"5077","77","S9",45.92
"5078","78","S9",45.65
"5079","79","S9",46.27
"5080","80","S9",45.65
"5081","81","S9",46.01
"5082","82","S9",45.52
"5083","83","S9",45.42
"5084","84","S9",45.19
"5085","85","S9",46.13
"5086","86","S9",45.97
"5087","87","S9",46.01
"5088","88","S9",45.42
"5089","89","S9",45.98
"5090","90","S9",45.74
"5091","91","S9",46.22
"5092","92","S9",45.62
"5093","93","S9",45.26
"5094","94","S9",46.51
"5095","95","S9",46.42
"5096","96","S9",45.73
"5097","97","S9",45.72
"5098","98","S9",45.93
"5099","99","S9",45.93
"5100","100","S9",46.17
"5101","101","S9",45.57
"5102","102","S9",45.76
"5103","103","S9",45.63
"5104","104","S9",46.17
"5105","105","S9",45.22
"5106","106","S9",46.32
"5107","107","S9",45.35
"5108","108","S9",46.21
"5109","109","S9",45.94
"5110","110","S9",45.99
"5111","111","S9",45.93
"5112","112","S9",46.24
"5113","113","S9",46.88
"5114","114","S9",45.88
"5115","115","S9",46.69
"5116","116","S9",45.99
"5117","117","S9",45.12
"5118","118","S9",45.27
"5119","119","S9",46.62
"5120","120","S9",45.67
"5121","121","S9",45.94
"5122","122","S9",45.52
"5123","123","S9",45.59
"5124","124","S9",45.82
"5125","125","S9",45.98
"5126","126","S9",46.56
"5127","127","S9",46.87
"5128","128","S9",46.38
"5129","129","S9",45.49
"5130","130","S9",45.31
"5131","131","S9",46.01
"5132","132","S9",45.7
"5133","133","S9",46.41
"5134","134","S9",45.47
"5135","135","S9",46.67
"5136","136","S9",46.06
"5137","137","S9",45.95
"5138","138","S9",45.88
"5139","139","S9",46.41
"5140","140","S9",46.04
"5141","141","S9",44.98
"5142","142","S9",45.55
"5143","143","S9",45.63
"5144","144","S9",46.82
"5145","145","S9",45.48
"5146","146","S9",45.68
"5147","147","S9",45.68
"5148","148","S9",46.11
"5149","149","S9",46.09
"5150","150","S9",46.26
"5151","151","S9",46.56
"5152","152","S9",45.84
"5153","153","S9",45.93
"5154","154","S9",46.47
"5155","155","S9",46.39
"5156","156","S9",45.67
"5157","157","S9",46.32
"5158","158","S9",47
"5159","159","S9",45.83
"5160","160","S9",46.11
"5161","161","S9",46.54
"5162","162","S9",45.73
"5163","163","S9",46.88
"5164","164","S9",45.69
"5165","165","S9",45.89
"5166","166","S9",46.03
"5167","167","S9",45.65
"5168","168","S9",45.42
"5169","169","S9",46.4
"5170","170","S9",45.57
"5171","171","S9",45.12
"5172","172","S9",46.52
"5173","173","S9",46.62
"5174","174","S9",46.88
"5175","175","S9",45.56
"5176","176","S9",45.29
"5177","177","S9",46.7
"5178","178","S9",45.27
"5179","179","S9",46.85
"5180","180","S9",45.59
"5181","181","S9",45.5
"5182","182","S9",46.78
"5183","183","S9",45.58
"5184","184","S9",45.71
"5185","185","S9",45.26
"5186","186","S9",45.16
"5187","187","S9",46.17
"5188","188","S9",45.21
"5189","189","S9",45.99
"5190","190","S9",45.37
"5191","191","S9",46.32
"5192","192","S9",45.92
"5193","193","S9",45.24
"5194","194","S9",45.6
"5195","195","S9",46.4
"5196","196","S9",45.78
"5197","197","S9",46.17
"5198","198","S9",45.92
"5199","199","S9",45.78
"5200","200","S9",46.78
"5201","201","S9",45.94
"5202","202","S9",46.26
"5203","203","S9",45.98
"5204","204","S9",46.42
"5205","205","S9",45.6
"5206","206","S9",45.8
"5207","207","S9",46.31
"5208","208","S9",45.42
"5209","209","S9",46.32
"5210","210","S9",45.86
"5211","211","S9",46.08
"5212","212","S9",46.07
"5213","213","S9",44.92
"5214","214","S9",46.3
"5215","215","S9",45.26
"5216","216","S9",46.28
"5217","217","S9",45.49
"5218","218","S9",46.58
"5219","219","S9",46.35
"5220","220","S9",45.7
"5221","221","S9",45.09
"5222","222","S9",46.33
"5223","223","S9",45.18
"5224","224","S9",45.84
"5225","225","S9",46.06
"5226","226","S9",45.94
"5227","227","S9",46.15
"5228","228","S9",45.59
"5229","229","S9",45.2
"5230","230","S9",45.18
"5231","231","S9",45.49
"5232","232","S9",45.5
"5233","233","S9",45.37
"5234","234","S9",46.56
"5235","235","S9",45.69
"5236","236","S9",46.97
"5237","237","S9",45.58
"5238","238","S9",45.34
"5239","239","S9",45.94
"5240","240","S9",44.84
"5241","241","S9",45.61
"5242","242","S9",46.07
"5243","243","S9",44.56
"5244","244","S9",45.34
"5245","245","S9",45.92
"5246","246","S9",45.71
"5247","247","S9",46.09
"5248","248","S9",45.77
"5249","249","S9",46.2
"5250","250","S9",46.38
"5251","251","S9",45.15
"5252","252","S9",45.84
"5253","253","S9",46.94
"5254","254","S9",45.53
"5255","255","S9",46.49
"5256","256","S9",45.5
"5257","257","S9",46.61
"5258","258","S9",45.87
"5259","259","S9",45.54
"5260","260","S9",45.56
"5261","261","S9",45
"5262","262","S9",45.65
"5263","263","S9",45.52
"5264","264","S9",45.52
"5265","265","S9",46.77
"5266","266","S9",45.74
"5267","267","S9",45.78
"5268","268","S9",46.2
"5269","269","S9",46.55
"5270","270","S9",46.21
"5271","271","S9",45.93
"5272","272","S9",45.9
"5273","273","S9",45.88
"5274","274","S9",45.04
"5275","275","S9",45.86
"5276","276","S9",45
"5277","277","S9",46.31
"5278","278","S9",45.48
"5279","279","S9",45.96
"5280","280","S9",45.42
"5281","281","S9",45.5
"5282","282","S9",46.41
"5283","283","S9",45.53
"5284","284","S9",45.8
"5285","285","S9",46.41
"5286","286","S9",45.27
"5287","287","S9",45.62
"5288","288","S9",45.93
"5289","289","S9",46.39
"5290","290","S9",45.66
"5291","291","S9",45.85
"5292","292","S9",46.18
"5293","293","S9",45.69
"5294","294","S9",45.84
"5295","295","S9",45.55
"5296","296","S9",46.03
"5297","297","S9",45.55
"5298","298","S9",46.6
"5299","299","S9",46.02
"5300","300","S9",45.68
"5301","301","S9",46.14
"5302","302","S9",46.34
"5303","303","S9",45.81
"5304","304","S9",45.94
"5305","305","S9",45.44
"5306","306","S9",45.63
"5307","307","S9",46.01
"5308","308","S9",45.36
"5309","309","S9",44.98
"5310","310","S9",46.71
"5311","311","S9",45.89
"5312","312","S9",45.44
"5313","313","S9",45.06
"5314","314","S9",46.08
"5315","315","S9",46.34
"5316","316","S9",46.05
"5317","317","S9",46.31
"5318","318","S9",45.56
"5319","319","S9",45.67
"5320","320","S9",46.3
"5321","321","S9",46.64
"5322","322","S9",45.19
"5323","323","S9",45.38
"5324","324","S9",45.82
"5325","325","S9",45.88
"5326","326","S9",45.69
"5327","327","S9",46.59
"5328","328","S9",46.53
"5329","329","S9",46.16
"5330","330","S9",46.09
"5331","331","S9",46.46
"5332","332","S9",45.88
"5333","333","S9",45.28
"5334","334","S9",46.15
"5335","335","S9",45.79
"5336","336","S9",45.51
"5337","337","S9",45.85
"5338","338","S9",45.93
"5339","339","S9",45.67
"5340","340","S9",46.55
"5341","341","S9",45.15
"5342","342","S9",45.73
"5343","343","S9",45.31
"5344","344","S9",45.72
"5345","345","S9",45.87
