"","ID","Scenario","elec.share"
"4275","275","S7",0.92
"4276","276","S7",0.87
"4277","277","S7",0.9
"4278","278","S7",1.05
"4279","279","S7",1.02
"4280","280","S7",0.91
"4281","281","S7",0.97
"4282","282","S7",1
"4283","283","S7",0.99
"4284","284","S7",0.86
"4285","285","S7",0.99
"4286","286","S7",1.04
"4287","287","S7",1.12
"4288","288","S7",1.01
"4289","289","S7",0.84
"4290","290","S7",0.97
"4291","291","S7",0.79
"4292","292","S7",0.9
"4293","293","S7",0.86
"4294","294","S7",0.8
"4295","295","S7",0.85
"4296","296","S7",1.04
"4297","297","S7",0.93
"4298","298","S7",0.92
"4299","299","S7",0.94
"4300","300","S7",0.91
"4301","301","S7",1.01
"4302","302","S7",0.92
"4303","303","S7",0.8
"4304","304","S7",0.76
"4305","305","S7",0.81
"4306","306","S7",1.04
"4307","307","S7",1.04
"4308","308","S7",0.86
"4309","309","S7",0.89
"4310","310","S7",0.76
"4311","311","S7",0.96
"4312","312","S7",1.1
"4313","313","S7",0.89
"4314","314","S7",1.07
"4315","315","S7",0.88
"4316","316","S7",0.83
"4317","317","S7",1.06
"4318","318","S7",1.01
"4319","319","S7",0.88
"4320","320","S7",1.02
"4321","321","S7",0.98
"4322","322","S7",0.83
"4323","323","S7",0.97
"4324","324","S7",0.97
"4325","325","S7",0.95
"4326","326","S7",0.8
"4327","327","S7",0.96
"4328","328","S7",0.8
"4329","329","S7",0.92
"4330","330","S7",0.81
"4331","331","S7",0.89
"4332","332","S7",0.92
"4333","333","S7",0.95
"4334","334","S7",0.86
"4335","335","S7",0.93
"4336","336","S7",0.84
"4337","337","S7",0.9
"4338","338","S7",0.91
"4339","339","S7",0.9
"4340","340","S7",0.95
"4341","341","S7",1.21
"4342","342","S7",0.84
"4343","343","S7",0.98
"4344","344","S7",0.93
"4345","345","S7",0.96
"4346","346","S7",0.99
"4347","347","S7",1.11
"4348","348","S7",0.84
"4349","349","S7",0.84
"4350","350","S7",0.8
"4351","351","S7",0.86
"4352","352","S7",0.91
"4353","353","S7",0.96
"4354","354","S7",0.96
"4355","355","S7",0.86
"4356","356","S7",0.87
"4357","357","S7",0.85
"4358","358","S7",0.83
"4359","359","S7",1.16
"4360","360","S7",0.88
"4361","361","S7",0.88
"4362","362","S7",0.9
"4363","363","S7",0.85
"4364","364","S7",0.81
"4365","365","S7",1.07
"4366","366","S7",0.88
"4367","367","S7",1.03
"4368","368","S7",0.88
"4369","369","S7",0.8
"4370","370","S7",0.86
"4371","371","S7",0.94
"4372","372","S7",0.93
"4373","373","S7",0.86
"4374","374","S7",0.84
"4375","375","S7",0.76
"4376","376","S7",0.9
"4377","377","S7",0.97
"4378","378","S7",0.84
"4379","379","S7",0.97
"4380","380","S7",0.9
"4381","381","S7",0.83
"4382","382","S7",1.03
"4383","383","S7",0.78
"4384","384","S7",0.77
"4385","385","S7",0.91
"4386","386","S7",0.92
"4387","387","S7",1.05
"4388","388","S7",0.92
"4389","389","S7",1.05
"4390","390","S7",1.09
"4391","391","S7",0.86
"4392","392","S7",0.83
"4393","393","S7",1.08
"4394","394","S7",0.88
"4395","395","S7",0.86
"4396","396","S7",1.1
"4397","397","S7",0.65
"4398","398","S7",1.06
"4399","399","S7",0.76
"4400","400","S7",1
"4401","401","S7",0.96
"4402","402","S7",0.83
"4403","403","S7",1.06
"4404","404","S7",0.9
"4405","405","S7",0.79
"4406","406","S7",0.77
"4407","407","S7",0.81
"4408","408","S7",0.91
"4409","409","S7",1
"4410","410","S7",0.74
"4411","411","S7",1
"4412","412","S7",0.85
"4413","413","S7",0.93
"4414","414","S7",0.98
"4415","415","S7",0.93
"4416","416","S7",0.94
"4417","417","S7",1.02
"4418","418","S7",1.15
"4419","419","S7",0.88
"4420","420","S7",0.97
"4421","421","S7",0.99
"4422","422","S7",0.93
"4423","423","S7",0.98
"4424","424","S7",0.96
"4425","425","S7",0.85
"4426","426","S7",0.96
"4427","427","S7",0.81
"4428","428","S7",0.96
"4429","429","S7",1.03
"4430","430","S7",0.93
"4431","431","S7",1.05
"4432","432","S7",0.95
"4433","433","S7",1.04
"4434","434","S7",0.99
"4435","435","S7",0.86
"4436","436","S7",1.09
"4437","437","S7",1.14
"4438","438","S7",0.9
"4439","439","S7",0.96
"4440","440","S7",1.1
"4441","441","S7",0.88
"4442","442","S7",0.85
"4443","443","S7",0.74
"4444","444","S7",0.85
"4445","445","S7",0.89
"4446","446","S7",0.94
"4447","447","S7",0.99
"4448","448","S7",0.99
"4449","449","S7",0.83
"4450","450","S7",0.98
"4451","451","S7",0.89
"4452","452","S7",0.98
"4453","453","S7",1.02
"4454","454","S7",0.79
"4455","455","S7",0.89
"4456","456","S7",0.95
"4457","457","S7",1.07
"4458","458","S7",0.88
"4459","459","S7",1.03
"4460","460","S7",0.88
"4461","461","S7",0.85
"4462","462","S7",0.8
"4463","463","S7",0.81
"4464","464","S7",0.97
"4465","465","S7",1.08
"4466","466","S7",1.02
"4467","467","S7",0.88
"4468","468","S7",0.84
"4469","469","S7",0.92
"4470","470","S7",0.86
"4471","471","S7",1.01
"4472","472","S7",0.84
"4473","473","S7",1.02
"4474","474","S7",0.79
"4475","475","S7",0.78
"4476","476","S7",1.02
"4477","477","S7",0.8
"4478","478","S7",0.93
"4479","479","S7",1.04
"4480","480","S7",0.98
"4481","481","S7",1.13
"4482","482","S7",0.94
"4483","483","S7",0.94
"4484","484","S7",0.82
"4485","485","S7",0.86
"4486","486","S7",0.84
"4487","487","S7",0.88
"4488","488","S7",1.04
"4489","489","S7",1.1
"4490","490","S7",0.9
"4491","491","S7",0.88
"4492","492","S7",0.92
"4493","493","S7",1.16
"4494","494","S7",0.96
"4495","495","S7",1.18
"4496","496","S7",0.93
"4497","497","S7",0.78
"4498","498","S7",0.83
"4499","499","S7",0.83
"4500","500","S7",1.1
"4501","1","S8",1.11
"4502","2","S8",1.34
"4503","3","S8",1.16
"4504","4","S8",1.19
"4505","5","S8",1.02
"4506","6","S8",1.15
"4507","7","S8",1.1
"4508","8","S8",1.23
"4509","9","S8",1.09
"4510","10","S8",1.05
"4511","11","S8",1.02
"4512","12","S8",1.02
"4513","13","S8",1
"4514","14","S8",1.14
"4515","15","S8",1.18
"4516","16","S8",1.09
"4517","17","S8",1.04
"4518","18","S8",1.3
"4519","19","S8",0.8
"4520","20","S8",1.02
"4521","21","S8",1.14
"4522","22","S8",1.11
"4523","23","S8",1.01
"4524","24","S8",1.27
"4525","25","S8",1.08
"4526","26","S8",1.03
"4527","27","S8",1.12
"4528","28","S8",1.13
"4529","29","S8",1.22
"4530","30","S8",1.15
"4531","31","S8",1.14
"4532","32","S8",0.99
"4533","33","S8",1.2
"4534","34","S8",1.21
"4535","35","S8",1.31
"4536","36","S8",1.24
"4537","37","S8",1.09
"4538","38","S8",1.15
"4539","39","S8",1.31
"4540","40","S8",1.18
"4541","41","S8",1.33
"4542","42","S8",1.2
"4543","43","S8",1
"4544","44","S8",1.03
"4545","45","S8",1.12
"4546","46","S8",1.07
"4547","47","S8",1.21
"4548","48","S8",1.01
"4549","49","S8",1.03
"4550","50","S8",1.01
"4551","51","S8",0.95
"4552","52","S8",1.1
"4553","53","S8",1.11
"4554","54","S8",1.14
"4555","55","S8",0.93
"4556","56","S8",1.13
"4557","57","S8",1
"4558","58","S8",1.08
"4559","59","S8",0.99
"4560","60","S8",1.13
"4561","61","S8",1.28
"4562","62","S8",1.18
"4563","63","S8",1.32
"4564","64","S8",1.14
"4565","65","S8",1
"4566","66","S8",1.07
"4567","67","S8",1.05
"4568","68","S8",1.06
"4569","69","S8",1.14
"4570","70","S8",1.37
"4571","71","S8",1.2
"4572","72","S8",1.06
"4573","73","S8",1.27
"4574","74","S8",1.12
"4575","75","S8",1.2
"4576","76","S8",1
"4577","77","S8",1.18
"4578","78","S8",1.24
"4579","79","S8",0.85
"4580","80","S8",1.24
"4581","81","S8",1.17
"4582","82","S8",1.07
"4583","83","S8",1.01
"4584","84","S8",1.15
"4585","85","S8",1.13
"4586","86","S8",1.18
"4587","87","S8",1.2
"4588","88","S8",1.1
"4589","89","S8",1.11
"4590","90","S8",1.17
"4591","91","S8",1.03
"4592","92","S8",1.14
"4593","93","S8",0.98
"4594","94","S8",1.28
"4595","95","S8",0.9
"4596","96","S8",1.1
"4597","97","S8",1.28
"4598","98","S8",1.18
"4599","99","S8",1.17
"4600","100","S8",1.07
"4601","101","S8",1.2
"4602","102","S8",1.04
"4603","103","S8",1.17
"4604","104","S8",1.15
"4605","105","S8",1.32
"4606","106","S8",1.14
"4607","107","S8",1.27
"4608","108","S8",1.15
"4609","109","S8",1.08
"4610","110","S8",1.17
"4611","111","S8",1.24
"4612","112","S8",1.1
"4613","113","S8",1.09
"4614","114","S8",1.21
"4615","115","S8",1.18
"4616","116","S8",1.2
"4617","117","S8",1.27
"4618","118","S8",1.15
"4619","119","S8",1.22
"4620","120","S8",1.09
"4621","121","S8",1.11
"4622","122","S8",1.17
"4623","123","S8",0.9
"4624","124","S8",0.92
"4625","125","S8",1.09
"4626","126","S8",1.18
"4627","127","S8",1.07
"4628","128","S8",1.3
"4629","129","S8",1.06
"4630","130","S8",1.18
"4631","131","S8",1.1
"4632","132","S8",1.27
"4633","133","S8",1.32
"4634","134","S8",0.99
"4635","135","S8",1.2
"4636","136","S8",1.21
"4637","137","S8",1.23
"4638","138","S8",1.17
"4639","139","S8",1.2
"4640","140","S8",1.06
"4641","141","S8",1.11
"4642","142","S8",1.11
"4643","143","S8",1.09
"4644","144","S8",1.09
"4645","145","S8",0.99
"4646","146","S8",0.98
"4647","147","S8",1.14
"4648","148","S8",0.89
"4649","149","S8",1.29
"4650","150","S8",0.92
"4651","151","S8",1.18
"4652","152","S8",1.02
"4653","153","S8",1.28
"4654","154","S8",1.21
"4655","155","S8",1.3
"4656","156","S8",1
"4657","157","S8",1.17
"4658","158","S8",1.18
"4659","159","S8",1.07
"4660","160","S8",1.09
"4661","161","S8",1.23
"4662","162","S8",1.1
"4663","163","S8",1.08
"4664","164","S8",1.23
"4665","165","S8",0.97
"4666","166","S8",1.01
"4667","167","S8",1.25
"4668","168","S8",1.17
"4669","169","S8",1.11
"4670","170","S8",1.16
"4671","171","S8",0.97
"4672","172","S8",1.21
"4673","173","S8",1.1
"4674","174","S8",1.15
"4675","175","S8",1.09
"4676","176","S8",1.12
"4677","177","S8",1.15
"4678","178","S8",0.93
"4679","179","S8",1.26
"4680","180","S8",0.96
"4681","181","S8",1.13
"4682","182","S8",0.99
"4683","183","S8",1.18
"4684","184","S8",1.18
"4685","185","S8",1.18
"4686","186","S8",1.07
"4687","187","S8",1.13
"4688","188","S8",0.97
"4689","189","S8",1.1
"4690","190","S8",0.93
"4691","191","S8",1.07
"4692","192","S8",1.25
"4693","193","S8",1.07
"4694","194","S8",1.21
"4695","195","S8",1.17
"4696","196","S8",1.13
"4697","197","S8",1.04
"4698","198","S8",1.07
"4699","199","S8",1.18
"4700","200","S8",0.96
"4701","201","S8",1.11
"4702","202","S8",1
"4703","203","S8",1.03
"4704","204","S8",1.11
"4705","205","S8",1.14
"4706","206","S8",0.96
"4707","207","S8",1.11
"4708","208","S8",1.11
"4709","209","S8",0.97
"4710","210","S8",1.21
"4711","211","S8",1.27
"4712","212","S8",1.14
"4713","213","S8",1.19
"4714","214","S8",1.28
"4715","215","S8",1.11
"4716","216","S8",1.15
"4717","217","S8",1.2
"4718","218","S8",1.16
"4719","219","S8",1.11
"4720","220","S8",1.24
"4721","221","S8",1.15
"4722","222","S8",1.06
"4723","223","S8",1.06
"4724","224","S8",1.29
"4725","225","S8",1.24
"4726","226","S8",1.05
"4727","227","S8",0.93
"4728","228","S8",1.41
"4729","229","S8",1.15
"4730","230","S8",1.19
"4731","231","S8",1.12
"4732","232","S8",1.03
"4733","233","S8",1.03
"4734","234","S8",1.2
"4735","235","S8",1.18
"4736","236","S8",1.13
"4737","237","S8",1.05
"4738","238","S8",1.14
"4739","239","S8",1.22
"4740","240","S8",1
"4741","241","S8",1.21
"4742","242","S8",1.17
"4743","243","S8",1.05
"4744","244","S8",1.07
"4745","245","S8",1.23
"4746","246","S8",0.92
"4747","247","S8",1.2
"4748","248","S8",1.24
"4749","249","S8",1.23
"4750","250","S8",1.36
"4751","251","S8",1.04
"4752","252","S8",1.19
"4753","253","S8",1.13
"4754","254","S8",1.09
"4755","255","S8",1.04
"4756","256","S8",1.22
"4757","257","S8",1.08
"4758","258","S8",1.12
"4759","259","S8",1.04
"4760","260","S8",1.39
"4761","261","S8",1.08
"4762","262","S8",1.28
"4763","263","S8",1.17
"4764","264","S8",1.07
"4765","265","S8",1.15
"4766","266","S8",1.13
"4767","267","S8",1.01
"4768","268","S8",1.22
"4769","269","S8",1.2
"4770","270","S8",1.15
"4771","271","S8",1.23
"4772","272","S8",1.05
"4773","273","S8",1.03
"4774","274","S8",0.93
"4775","275","S8",1.14
"4776","276","S8",0.99
"4777","277","S8",1.16
"4778","278","S8",1.19
"4779","279","S8",1.02
"4780","280","S8",1.15
"4781","281","S8",1.09
"4782","282","S8",1.19
"4783","283","S8",1.18
"4784","284","S8",1.09
"4785","285","S8",1.14
"4786","286","S8",1.32
"4787","287","S8",1.25
"4788","288","S8",1.13
"4789","289","S8",1.06
"4790","290","S8",1.02
"4791","291","S8",0.94
"4792","292","S8",1.07
"4793","293","S8",1.01
"4794","294","S8",1.02
"4795","295","S8",1.01
"4796","296","S8",1.25
"4797","297","S8",1.09
"4798","298","S8",1.12
"4799","299","S8",1.17
"4800","300","S8",1.09
"4801","301","S8",1.2
"4802","302","S8",1.1
"4803","303","S8",0.9
"4804","304","S8",0.93
"4805","305","S8",1
"4806","306","S8",1.24
"4807","307","S8",1.16
"4808","308","S8",1.14
"4809","309","S8",0.96
"4810","310","S8",0.97
"4811","311","S8",1.12
"4812","312","S8",1.24
"4813","313","S8",1.05
"4814","314","S8",1.26
"4815","315","S8",1.22
"4816","316","S8",1
"4817","317","S8",1.34
"4818","318","S8",1.19
"4819","319","S8",1.14
"4820","320","S8",1.3
"4821","321","S8",1.1
"4822","322","S8",1.02
"4823","323","S8",1.31
"4824","324","S8",1.03
"4825","325","S8",1.17
"4826","326","S8",0.98
"4827","327","S8",1.12
"4828","328","S8",1.01
"4829","329","S8",1.08
"4830","330","S8",1.12
"4831","331","S8",1.12
"4832","332","S8",1.17
"4833","333","S8",1.18
"4834","334","S8",1.17
"4835","335","S8",1.07
"4836","336","S8",0.91
"4837","337","S8",1.1
"4838","338","S8",1.13
"4839","339","S8",1.11
"4840","340","S8",1.13
"4841","341","S8",1.31
"4842","342","S8",1.03
"4843","343","S8",1.27
"4844","344","S8",1
"4845","345","S8",1.24
"4846","346","S8",1.28
"4847","347","S8",1.33
"4848","348","S8",1.1
"4849","349","S8",1.13
"4850","350","S8",1.01
"4851","351","S8",1.01
"4852","352","S8",0.98
"4853","353","S8",1.27
"4854","354","S8",1.24
"4855","355","S8",1.08
"4856","356","S8",1
"4857","357","S8",0.9
"4858","358","S8",0.97
"4859","359","S8",1.34
"4860","360","S8",1.22
"4861","361","S8",1.09
"4862","362","S8",1.15
"4863","363","S8",0.99
"4864","364","S8",0.93
"4865","365","S8",1.32
"4866","366","S8",1.13
"4867","367","S8",1.29
"4868","368","S8",0.99
"4869","369","S8",1.07
"4870","370","S8",1.09
"4871","371","S8",1.11
"4872","372","S8",1.11
"4873","373","S8",1.09
"4874","374","S8",0.99
"4875","375","S8",1.01
"4876","376","S8",1.04
"4877","377","S8",1.24
"4878","378","S8",1.09
"4879","379","S8",1.08
"4880","380","S8",1.05
"4881","381","S8",1.01
"4882","382","S8",1.33
"4883","383","S8",1.02
"4884","384","S8",0.96
"4885","385","S8",1.16
"4886","386","S8",1.11
"4887","387","S8",1.18
"4888","388","S8",1.01
"4889","389","S8",1.22
"4890","390","S8",1.36
"4891","391","S8",1.12
"4892","392","S8",1
"4893","393","S8",1.26
"4894","394","S8",0.99
"4895","395","S8",1
"4896","396","S8",1.26
"4897","397","S8",0.95
"4898","398","S8",1.24
"4899","399","S8",1.06
"4900","400","S8",1.13
"4901","401","S8",1.07
"4902","402","S8",0.97
"4903","403","S8",1.21
"4904","404","S8",0.99
"4905","405","S8",0.91
"4906","406","S8",0.98
"4907","407","S8",0.99
"4908","408","S8",1.12
"4909","409","S8",1.21
"4910","410","S8",1
"4911","411","S8",1.15
"4912","412","S8",1.09
"4913","413","S8",1.07
"4914","414","S8",1.16
"4915","415","S8",1.22
"4916","416","S8",1.16
"4917","417","S8",1.18
"4918","418","S8",1.48
"4919","419","S8",1.11
"4920","420","S8",1.12
"4921","421","S8",1.3
"4922","422","S8",1.06
"4923","423","S8",1.28
"4924","424","S8",1.14
"4925","425","S8",1.01
"4926","426","S8",1.12
"4927","427","S8",1.14
"4928","428","S8",1.07
"4929","429","S8",1.29
"4930","430","S8",1.11
"4931","431","S8",1.2
"4932","432","S8",1.17
"4933","433","S8",1.21
"4934","434","S8",1.24
"4935","435","S8",1.1
"4936","436","S8",1.26
"4937","437","S8",1.32
"4938","438","S8",1.11
"4939","439","S8",1.17
"4940","440","S8",1.27
"4941","441","S8",1.12
"4942","442","S8",1.14
"4943","443","S8",1.11
"4944","444","S8",1
"4945","445","S8",1.02
"4946","446","S8",1.12
"4947","447","S8",1.14
"4948","448","S8",1.26
"4949","449","S8",1.12
"4950","450","S8",1.18
"4951","451","S8",1.14
"4952","452","S8",1.18
"4953","453","S8",1.24
"4954","454","S8",0.95
"4955","455","S8",1.11
"4956","456","S8",1.09
"4957","457","S8",1.28
"4958","458","S8",1.07
"4959","459","S8",1.24
"4960","460","S8",1.22
"4961","461","S8",0.96
"4962","462","S8",1
"4963","463","S8",0.91
"4964","464","S8",1.2
"4965","465","S8",1.28
"4966","466","S8",1.2
"4967","467","S8",1.03
"4968","468","S8",1.02
"4969","469","S8",1.3
"4970","470","S8",1.15
"4971","471","S8",1.28
"4972","472","S8",1.02
"4973","473","S8",1.14
"4974","474","S8",0.97
"4975","475","S8",1.11
"4976","476","S8",1.34
"4977","477","S8",1.07
"4978","478","S8",1.2
"4979","479","S8",1.25
"4980","480","S8",1.08
"4981","481","S8",1.31
"4982","482","S8",1.16
"4983","483","S8",1.2
"4984","484","S8",1.16
"4985","485","S8",1.18
"4986","486","S8",1.02
"4987","487","S8",1.09
"4988","488","S8",1.18
"4989","489","S8",1.25
"4990","490","S8",1.05
"4991","491","S8",0.99
"4992","492","S8",1.08
"4993","493","S8",1.27
"4994","494","S8",1.19
"4995","495","S8",1.31
"4996","496","S8",1.15
"4997","497","S8",1.07
"4998","498","S8",1.05
"4999","499","S8",1
"5000","500","S8",1.33
"5001","1","S9",1.4
"5002","2","S9",1.82
"5003","3","S9",1.52
"5004","4","S9",1.56
"5005","5","S9",1.56
"5006","6","S9",1.53
"5007","7","S9",1.72
"5008","8","S9",1.54
"5009","9","S9",1.61
"5010","10","S9",1.64
"5011","11","S9",1.48
"5012","12","S9",1.46
"5013","13","S9",1.38
"5014","14","S9",1.48
"5015","15","S9",1.46
"5016","16","S9",1.32
"5017","17","S9",1.5
"5018","18","S9",1.63
"5019","19","S9",1.24
"5020","20","S9",1.36
"5021","21","S9",1.59
"5022","22","S9",1.45
"5023","23","S9",1.47
"5024","24","S9",1.56
"5025","25","S9",1.39
"5026","26","S9",1.56
"5027","27","S9",1.5
"5028","28","S9",1.56
"5029","29","S9",1.44
"5030","30","S9",1.56
"5031","31","S9",1.69
"5032","32","S9",1.47
"5033","33","S9",1.51
"5034","34","S9",1.6
"5035","35","S9",1.6
"5036","36","S9",1.53
"5037","37","S9",1.67
"5038","38","S9",1.7
"5039","39","S9",1.6
"5040","40","S9",1.38
"5041","41","S9",1.63
"5042","42","S9",1.77
"5043","43","S9",1.45
"5044","44","S9",1.46
"5045","45","S9",1.62
"5046","46","S9",1.36
"5047","47","S9",1.42
"5048","48","S9",1.38
"5049","49","S9",1.32
"5050","50","S9",1.48
"5051","51","S9",1.49
"5052","52","S9",1.47
"5053","53","S9",1.42
"5054","54","S9",1.52
"5055","55","S9",1.13
"5056","56","S9",1.65
"5057","57","S9",1.41
"5058","58","S9",1.6
"5059","59","S9",1.52
"5060","60","S9",1.26
"5061","61","S9",1.57
"5062","62","S9",1.62
"5063","63","S9",1.55
"5064","64","S9",1.5
"5065","65","S9",1.44
"5066","66","S9",1.41
"5067","67","S9",1.39
"5068","68","S9",1.52
"5069","69","S9",1.69
"5070","70","S9",1.71
"5071","71","S9",1.65
"5072","72","S9",1.53
"5073","73","S9",1.65
"5074","74","S9",1.53
"5075","75","S9",1.55
"5076","76","S9",1.2
"5077","77","S9",1.61
"5078","78","S9",1.72
"5079","79","S9",1.26
"5080","80","S9",1.66
"5081","81","S9",1.42
"5082","82","S9",1.65
"5083","83","S9",1.44
"5084","84","S9",1.65
"5085","85","S9",1.49
"5086","86","S9",1.53
"5087","87","S9",1.62
"5088","88","S9",1.39
"5089","89","S9",1.49
"5090","90","S9",1.52
"5091","91","S9",1.55
"5092","92","S9",1.51
"5093","93","S9",1.3
"5094","94","S9",1.71
"5095","95","S9",1.34
"5096","96","S9",1.44
"5097","97","S9",1.54
"5098","98","S9",1.47
"5099","99","S9",1.47
"5100","100","S9",1.39
"5101","101","S9",1.59
"5102","102","S9",1.35
"5103","103","S9",1.67
"5104","104","S9",1.36
"5105","105","S9",1.63
"5106","106","S9",1.49
"5107","107","S9",1.62
"5108","108","S9",1.55
"5109","109","S9",1.55
"5110","110","S9",1.25
"5111","111","S9",1.67
"5112","112","S9",1.59
"5113","113","S9",1.47
"5114","114","S9",1.52
"5115","115","S9",1.67
"5116","116","S9",1.58
"5117","117","S9",1.54
"5118","118","S9",1.66
"5119","119","S9",1.43
"5120","120","S9",1.55
"5121","121","S9",1.46
"5122","122","S9",1.55
"5123","123","S9",1.41
"5124","124","S9",1.39
"5125","125","S9",1.57
"5126","126","S9",1.46
"5127","127","S9",1.36
"5128","128","S9",1.77
"5129","129","S9",1.48
"5130","130","S9",1.51
"5131","131","S9",1.56
"5132","132","S9",1.51
"5133","133","S9",1.56
"5134","134","S9",1.39
"5135","135","S9",1.67
"5136","136","S9",1.49
"5137","137","S9",1.55
"5138","138","S9",1.47
"5139","139","S9",1.68
"5140","140","S9",1.61
"5141","141","S9",1.59
"5142","142","S9",1.38
"5143","143","S9",1.58
"5144","144","S9",1.61
"5145","145","S9",1.66
"5146","146","S9",1.6
"5147","147","S9",1.45
"5148","148","S9",1.34
"5149","149","S9",1.82
"5150","150","S9",1.38
"5151","151","S9",1.51
"5152","152","S9",1.43
"5153","153","S9",1.68
"5154","154","S9",1.43
"5155","155","S9",1.57
"5156","156","S9",1.28
"5157","157","S9",1.57
"5158","158","S9",1.39
"5159","159","S9",1.6
"5160","160","S9",1.51
"5161","161","S9",1.65
"5162","162","S9",1.4
"5163","163","S9",1.57
"5164","164","S9",1.62
"5165","165","S9",1.28
"5166","166","S9",1.42
"5167","167","S9",1.55
"5168","168","S9",1.6
"5169","169","S9",1.32
"5170","170","S9",1.53
"5171","171","S9",1.38
"5172","172","S9",1.51
"5173","173","S9",1.55
"5174","174","S9",1.49
"5175","175","S9",1.45
"5176","176","S9",1.59
"5177","177","S9",1.61
"5178","178","S9",1.51
"5179","179","S9",1.73
"5180","180","S9",1.47
"5181","181","S9",1.42
"5182","182","S9",1.4
"5183","183","S9",1.68
"5184","184","S9",1.48
"5185","185","S9",1.6
"5186","186","S9",1.36
"5187","187","S9",1.5
"5188","188","S9",1.43
"5189","189","S9",1.67
"5190","190","S9",1.35
"5191","191","S9",1.33
"5192","192","S9",1.55
"5193","193","S9",1.33
"5194","194","S9",1.49
"5195","195","S9",1.49
"5196","196","S9",1.48
"5197","197","S9",1.56
"5198","198","S9",1.44
"5199","199","S9",1.56
"5200","200","S9",1.53
"5201","201","S9",1.41
"5202","202","S9",1.54
"5203","203","S9",1.34
"5204","204","S9",1.7
"5205","205","S9",1.27
"5206","206","S9",1.36
"5207","207","S9",1.61
"5208","208","S9",1.54
"5209","209","S9",1.4
"5210","210","S9",1.8
"5211","211","S9",1.67
"5212","212","S9",1.44
"5213","213","S9",1.66
"5214","214","S9",1.61
"5215","215","S9",1.43
"5216","216","S9",1.59
"5217","217","S9",1.45
"5218","218","S9",1.58
"5219","219","S9",1.58
"5220","220","S9",1.59
"5221","221","S9",1.57
"5222","222","S9",1.34
"5223","223","S9",1.53
"5224","224","S9",1.57
"5225","225","S9",1.56
"5226","226","S9",1.47
"5227","227","S9",1.51
"5228","228","S9",1.67
"5229","229","S9",1.32
"5230","230","S9",1.57
"5231","231","S9",1.56
"5232","232","S9",1.4
"5233","233","S9",1.41
"5234","234","S9",1.55
"5235","235","S9",1.45
"5236","236","S9",1.59
"5237","237","S9",1.46
"5238","238","S9",1.59
"5239","239","S9",1.48
"5240","240","S9",1.47
"5241","241","S9",1.55
"5242","242","S9",1.43
"5243","243","S9",1.49
"5244","244","S9",1.6
"5245","245","S9",1.63
"5246","246","S9",1.46
"5247","247","S9",1.56
"5248","248","S9",1.56
"5249","249","S9",1.66
"5250","250","S9",1.71
"5251","251","S9",1.57
"5252","252","S9",1.52
"5253","253","S9",1.44
"5254","254","S9",1.46
"5255","255","S9",1.19
"5256","256","S9",1.71
"5257","257","S9",1.47
"5258","258","S9",1.51
"5259","259","S9",1.54
"5260","260","S9",1.52
"5261","261","S9",1.48
"5262","262","S9",1.66
"5263","263","S9",1.55
"5264","264","S9",1.57
"5265","265","S9",1.5
"5266","266","S9",1.42
"5267","267","S9",1.56
"5268","268","S9",1.64
"5269","269","S9",1.45
"5270","270","S9",1.38
"5271","271","S9",1.56
"5272","272","S9",1.41
"5273","273","S9",1.73
"5274","274","S9",1.51
"5275","275","S9",1.6
"5276","276","S9",1.56
"5277","277","S9",1.39
"5278","278","S9",1.55
"5279","279","S9",1.41
"5280","280","S9",1.6
"5281","281","S9",1.6
"5282","282","S9",1.49
"5283","283","S9",1.47
"5284","284","S9",1.38
"5285","285","S9",1.48
"5286","286","S9",1.79
"5287","287","S9",1.61
"5288","288","S9",1.63
"5289","289","S9",1.5
"5290","290","S9",1.16
"5291","291","S9",1.49
"5292","292","S9",1.52
"5293","293","S9",1.43
"5294","294","S9",1.56
"5295","295","S9",1.46
"5296","296","S9",1.66
"5297","297","S9",1.43
"5298","298","S9",1.47
"5299","299","S9",1.57
"5300","300","S9",1.44
"5301","301","S9",1.62
"5302","302","S9",1.32
"5303","303","S9",1.37
"5304","304","S9",1.28
"5305","305","S9",1.38
"5306","306","S9",1.58
"5307","307","S9",1.41
"5308","308","S9",1.62
"5309","309","S9",1.37
"5310","310","S9",1.35
"5311","311","S9",1.54
"5312","312","S9",1.5
"5313","313","S9",1.62
"5314","314","S9",1.52
"5315","315","S9",1.53
"5316","316","S9",1.38
"5317","317","S9",1.75
"5318","318","S9",1.26
"5319","319","S9",1.36
"5320","320","S9",1.52
"5321","321","S9",1.47
"5322","322","S9",1.53
"5323","323","S9",1.66
"5324","324","S9",1.52
"5325","325","S9",1.7
"5326","326","S9",1.46
"5327","327","S9",1.55
"5328","328","S9",1.61
"5329","329","S9",1.61
"5330","330","S9",1.59
"5331","331","S9",1.49
"5332","332","S9",1.56
"5333","333","S9",1.65
"5334","334","S9",1.48
"5335","335","S9",1.48
"5336","336","S9",1.56
"5337","337","S9",1.51
"5338","338","S9",1.48
"5339","339","S9",1.7
"5340","340","S9",1.32
"5341","341","S9",1.62
"5342","342","S9",1.52
"5343","343","S9",1.57
"5344","344","S9",1.32
"5345","345","S9",1.47
"5346","346","S9",1.69
"5347","347","S9",1.59
"5348","348","S9",1.54
"5349","349","S9",1.57
"5350","350","S9",1.48
"5351","351","S9",1.45
"5352","352","S9",1.47
"5353","353","S9",1.33
