"","ID","Scenario","car.share"
"4270","270","S7",41.61
"4271","271","S7",41.28
"4272","272","S7",42.03
"4273","273","S7",41.31
"4274","274","S7",41.56
"4275","275","S7",42.58
"4276","276","S7",41.79
"4277","277","S7",41.45
"4278","278","S7",42
"4279","279","S7",41.23
"4280","280","S7",41.62
"4281","281","S7",41.5
"4282","282","S7",40.85
"4283","283","S7",41.73
"4284","284","S7",41.78
"4285","285","S7",41.86
"4286","286","S7",42.05
"4287","287","S7",41.66
"4288","288","S7",41.48
"4289","289","S7",40.94
"4290","290","S7",41.36
"4291","291","S7",41.87
"4292","292","S7",41.65
"4293","293","S7",42.01
"4294","294","S7",41.49
"4295","295","S7",42.57
"4296","296","S7",41.25
"4297","297","S7",41.77
"4298","298","S7",41.11
"4299","299","S7",41.25
"4300","300","S7",42.21
"4301","301","S7",41.62
"4302","302","S7",42.15
"4303","303","S7",42.49
"4304","304","S7",41.69
"4305","305","S7",42.36
"4306","306","S7",41.17
"4307","307","S7",42.1
"4308","308","S7",41.04
"4309","309","S7",42.18
"4310","310","S7",40.86
"4311","311","S7",41.03
"4312","312","S7",41.78
"4313","313","S7",41.76
"4314","314","S7",41.28
"4315","315","S7",41.76
"4316","316","S7",41.63
"4317","317","S7",41.73
"4318","318","S7",41.33
"4319","319","S7",42.61
"4320","320","S7",41.54
"4321","321","S7",41.54
"4322","322","S7",41.97
"4323","323","S7",41.76
"4324","324","S7",41.69
"4325","325","S7",41.45
"4326","326","S7",42.16
"4327","327","S7",41.49
"4328","328","S7",41.2
"4329","329","S7",41.13
"4330","330","S7",41.98
"4331","331","S7",41.62
"4332","332","S7",41.08
"4333","333","S7",41.9
"4334","334","S7",40.77
"4335","335","S7",41.29
"4336","336","S7",40.88
"4337","337","S7",40.65
"4338","338","S7",41.39
"4339","339","S7",42.41
"4340","340","S7",41.48
"4341","341","S7",41.32
"4342","342","S7",42.46
"4343","343","S7",41.23
"4344","344","S7",41.54
"4345","345","S7",42.11
"4346","346","S7",41.38
"4347","347","S7",41.68
"4348","348","S7",41.75
"4349","349","S7",41.63
"4350","350","S7",41.92
"4351","351","S7",41.82
"4352","352","S7",41.69
"4353","353","S7",41.8
"4354","354","S7",42.18
"4355","355","S7",41.71
"4356","356","S7",41.53
"4357","357","S7",41.69
"4358","358","S7",41.64
"4359","359","S7",41.8
"4360","360","S7",41.35
"4361","361","S7",41.49
"4362","362","S7",41.34
"4363","363","S7",41.75
"4364","364","S7",41.48
"4365","365","S7",41.98
"4366","366","S7",41.22
"4367","367","S7",40.75
"4368","368","S7",41.91
"4369","369","S7",41.45
"4370","370","S7",41.69
"4371","371","S7",42.19
"4372","372","S7",41.72
"4373","373","S7",41.44
"4374","374","S7",41.51
"4375","375","S7",41.32
"4376","376","S7",41.3
"4377","377","S7",41.06
"4378","378","S7",41.17
"4379","379","S7",42.52
"4380","380","S7",41.64
"4381","381","S7",41.37
"4382","382","S7",41.53
"4383","383","S7",42.21
"4384","384","S7",41.67
"4385","385","S7",41.69
"4386","386","S7",41.29
"4387","387","S7",41.84
"4388","388","S7",41.53
"4389","389","S7",40.98
"4390","390","S7",40.9
"4391","391","S7",40.78
"4392","392","S7",41.78
"4393","393","S7",41.17
"4394","394","S7",42.39
"4395","395","S7",41.33
"4396","396","S7",42.27
"4397","397","S7",41.28
"4398","398","S7",41.61
"4399","399","S7",41.41
"4400","400","S7",41.54
"4401","401","S7",42.38
"4402","402","S7",41.54
"4403","403","S7",42.2
"4404","404","S7",42.13
"4405","405","S7",41.03
"4406","406","S7",42.03
"4407","407","S7",41.94
"4408","408","S7",41.7
"4409","409","S7",40.87
"4410","410","S7",40.24
"4411","411","S7",42.58
"4412","412","S7",41.67
"4413","413","S7",41.21
"4414","414","S7",41.4
"4415","415","S7",41.37
"4416","416","S7",41.51
"4417","417","S7",42.12
"4418","418","S7",40.76
"4419","419","S7",41.92
"4420","420","S7",42.45
"4421","421","S7",41.25
"4422","422","S7",41.22
"4423","423","S7",41.27
"4424","424","S7",41.93
"4425","425","S7",41.82
"4426","426","S7",41.09
"4427","427","S7",41.91
"4428","428","S7",41.74
"4429","429","S7",41.41
"4430","430","S7",41.57
"4431","431","S7",41.3
"4432","432","S7",41.82
"4433","433","S7",41.57
"4434","434","S7",41.29
"4435","435","S7",41.2
"4436","436","S7",41.24
"4437","437","S7",41.21
"4438","438","S7",41.69
"4439","439","S7",40.83
"4440","440","S7",41.67
"4441","441","S7",41.12
"4442","442","S7",40.53
"4443","443","S7",42.58
"4444","444","S7",40.94
"4445","445","S7",41.57
"4446","446","S7",42.26
"4447","447","S7",41.72
"4448","448","S7",41.61
"4449","449","S7",41.58
"4450","450","S7",41.43
"4451","451","S7",41.67
"4452","452","S7",41.81
"4453","453","S7",41.42
"4454","454","S7",42.13
"4455","455","S7",41.69
"4456","456","S7",42.28
"4457","457","S7",41.87
"4458","458","S7",42.07
"4459","459","S7",41.95
"4460","460","S7",41.61
"4461","461","S7",41.35
"4462","462","S7",41.49
"4463","463","S7",42.11
"4464","464","S7",40.83
"4465","465","S7",40.86
"4466","466","S7",41.7
"4467","467","S7",42.22
"4468","468","S7",41.6
"4469","469","S7",41.12
"4470","470","S7",41.21
"4471","471","S7",42.13
"4472","472","S7",41.56
"4473","473","S7",41.79
"4474","474","S7",41.92
"4475","475","S7",40.67
"4476","476","S7",41.84
"4477","477","S7",41.5
"4478","478","S7",41.18
"4479","479","S7",41.46
"4480","480","S7",40.74
"4481","481","S7",41.05
"4482","482","S7",40.89
"4483","483","S7",41.92
"4484","484","S7",41.64
"4485","485","S7",42.13
"4486","486","S7",41.91
"4487","487","S7",40.88
"4488","488","S7",41.3
"4489","489","S7",41.87
"4490","490","S7",41.9
"4491","491","S7",41.15
"4492","492","S7",42.19
"4493","493","S7",41.95
"4494","494","S7",42.16
"4495","495","S7",40.76
"4496","496","S7",41.47
"4497","497","S7",41.38
"4498","498","S7",40.91
"4499","499","S7",41.44
"4500","500","S7",41.47
"4501","1","S8",38.87
"4502","2","S8",39.11
"4503","3","S8",39
"4504","4","S8",38.26
"4505","5","S8",38.48
"4506","6","S8",39.69
"4507","7","S8",39.18
"4508","8","S8",38.79
"4509","9","S8",38.89
"4510","10","S8",39.66
"4511","11","S8",39.02
"4512","12","S8",39.05
"4513","13","S8",39.38
"4514","14","S8",39.51
"4515","15","S8",39.01
"4516","16","S8",39.46
"4517","17","S8",38.65
"4518","18","S8",39.14
"4519","19","S8",38.5
"4520","20","S8",39.03
"4521","21","S8",38.45
"4522","22","S8",38.82
"4523","23","S8",38.81
"4524","24","S8",38.56
"4525","25","S8",38.56
"4526","26","S8",39.28
"4527","27","S8",38.03
"4528","28","S8",39.21
"4529","29","S8",38.95
"4530","30","S8",38.71
"4531","31","S8",39.5
"4532","32","S8",38.28
"4533","33","S8",38.41
"4534","34","S8",39.01
"4535","35","S8",39.68
"4536","36","S8",39.83
"4537","37","S8",38.46
"4538","38","S8",39.48
"4539","39","S8",38.91
"4540","40","S8",38.99
"4541","41","S8",37.81
"4542","42","S8",38.62
"4543","43","S8",38.96
"4544","44","S8",39.14
"4545","45","S8",38.58
"4546","46","S8",38.53
"4547","47","S8",38.83
"4548","48","S8",38.9
"4549","49","S8",39.47
"4550","50","S8",39.57
"4551","51","S8",38.74
"4552","52","S8",39.45
"4553","53","S8",38.72
"4554","54","S8",38.94
"4555","55","S8",39.06
"4556","56","S8",38.66
"4557","57","S8",38.27
"4558","58","S8",38.83
"4559","59","S8",38.91
"4560","60","S8",38.65
"4561","61","S8",38.43
"4562","62","S8",39.1
"4563","63","S8",38.84
"4564","64","S8",39.35
"4565","65","S8",38.73
"4566","66","S8",38.61
"4567","67","S8",38.3
"4568","68","S8",38.83
"4569","69","S8",39.03
"4570","70","S8",38.96
"4571","71","S8",39.04
"4572","72","S8",38.88
"4573","73","S8",38.31
"4574","74","S8",38.83
"4575","75","S8",38.82
"4576","76","S8",39.58
"4577","77","S8",38.9
"4578","78","S8",38.08
"4579","79","S8",38.93
"4580","80","S8",38.12
"4581","81","S8",37.96
"4582","82","S8",38.44
"4583","83","S8",39.4
"4584","84","S8",38.51
"4585","85","S8",38.99
"4586","86","S8",38.72
"4587","87","S8",39.02
"4588","88","S8",39.29
"4589","89","S8",39.07
"4590","90","S8",39.51
"4591","91","S8",38.84
"4592","92","S8",38.71
"4593","93","S8",39.44
"4594","94","S8",38.37
"4595","95","S8",39.4
"4596","96","S8",38.9
"4597","97","S8",39.06
"4598","98","S8",39.22
"4599","99","S8",39.66
"4600","100","S8",38.99
"4601","101","S8",38.4
"4602","102","S8",39.31
"4603","103","S8",38.86
"4604","104","S8",38.45
"4605","105","S8",38.88
"4606","106","S8",38.54
"4607","107","S8",39.67
"4608","108","S8",38.34
"4609","109","S8",38.45
"4610","110","S8",38.72
"4611","111","S8",38.82
"4612","112","S8",38.55
"4613","113","S8",38.26
"4614","114","S8",39.19
"4615","115","S8",38.7
"4616","116","S8",38.77
"4617","117","S8",39.72
"4618","118","S8",39.8
"4619","119","S8",37.89
"4620","120","S8",38.94
"4621","121","S8",38.87
"4622","122","S8",39.84
"4623","123","S8",39.19
"4624","124","S8",38.87
"4625","125","S8",38.66
"4626","126","S8",38.69
"4627","127","S8",38.57
"4628","128","S8",37.86
"4629","129","S8",39.58
"4630","130","S8",39.72
"4631","131","S8",39.17
"4632","132","S8",39.5
"4633","133","S8",38.76
"4634","134","S8",39.28
"4635","135","S8",38.14
"4636","136","S8",38.84
"4637","137","S8",38.63
"4638","138","S8",39.15
"4639","139","S8",38.29
"4640","140","S8",38.96
"4641","141","S8",39.55
"4642","142","S8",38.87
"4643","143","S8",39.09
"4644","144","S8",38.58
"4645","145","S8",39.92
"4646","146","S8",39.05
"4647","147","S8",39.02
"4648","148","S8",39.21
"4649","149","S8",38.13
"4650","150","S8",38.2
"4651","151","S8",38.18
"4652","152","S8",38.98
"4653","153","S8",38.6
"4654","154","S8",37.74
"4655","155","S8",38.54
"4656","156","S8",39.54
"4657","157","S8",38.75
"4658","158","S8",38.04
"4659","159","S8",38.4
"4660","160","S8",38.65
"4661","161","S8",38.38
"4662","162","S8",39.06
"4663","163","S8",37.94
"4664","164","S8",38.91
"4665","165","S8",38.79
"4666","166","S8",38.84
"4667","167","S8",38.68
"4668","168","S8",39.63
"4669","169","S8",39.13
"4670","170","S8",39.76
"4671","171","S8",38.88
"4672","172","S8",38.45
"4673","173","S8",38.71
"4674","174","S8",37.74
"4675","175","S8",38.77
"4676","176","S8",39.38
"4677","177","S8",38.34
"4678","178","S8",39.59
"4679","179","S8",37.8
"4680","180","S8",39.15
"4681","181","S8",38.78
"4682","182","S8",38.19
"4683","183","S8",39.48
"4684","184","S8",39.45
"4685","185","S8",39.4
"4686","186","S8",39.95
"4687","187","S8",38.78
"4688","188","S8",39.6
"4689","189","S8",38.66
"4690","190","S8",38.99
"4691","191","S8",38.86
"4692","192","S8",39.31
"4693","193","S8",39.47
"4694","194","S8",39.3
"4695","195","S8",38.6
"4696","196","S8",38.65
"4697","197","S8",38.57
"4698","198","S8",39.63
"4699","199","S8",39.73
"4700","200","S8",38.32
"4701","201","S8",38.82
"4702","202","S8",38.31
"4703","203","S8",39.04
"4704","204","S8",38.63
"4705","205","S8",38.5
"4706","206","S8",39.46
"4707","207","S8",38.68
"4708","208","S8",39.59
"4709","209","S8",38.6
"4710","210","S8",38.37
"4711","211","S8",38.94
"4712","212","S8",38.43
"4713","213","S8",39.71
"4714","214","S8",38.09
"4715","215","S8",39.72
"4716","216","S8",38.71
"4717","217","S8",38.99
"4718","218","S8",38.59
"4719","219","S8",38.87
"4720","220","S8",38.93
"4721","221","S8",38.94
"4722","222","S8",38.25
"4723","223","S8",39.17
"4724","224","S8",38.52
"4725","225","S8",38.14
"4726","226","S8",38.91
"4727","227","S8",38.55
"4728","228","S8",38.9
"4729","229","S8",39.41
"4730","230","S8",39.38
"4731","231","S8",39.23
"4732","232","S8",39.54
"4733","233","S8",39.23
"4734","234","S8",38.59
"4735","235","S8",38.78
"4736","236","S8",37.97
"4737","237","S8",39.82
"4738","238","S8",39.14
"4739","239","S8",38.74
"4740","240","S8",39.87
"4741","241","S8",39.03
"4742","242","S8",38.9
"4743","243","S8",39.62
"4744","244","S8",39.84
"4745","245","S8",38.53
"4746","246","S8",39.65
"4747","247","S8",38.76
"4748","248","S8",39.01
"4749","249","S8",38.55
"4750","250","S8",38.45
"4751","251","S8",39.78
"4752","252","S8",38.9
"4753","253","S8",38.88
"4754","254","S8",39.87
"4755","255","S8",39.23
"4756","256","S8",38.9
"4757","257","S8",38.27
"4758","258","S8",39.26
"4759","259","S8",39.31
"4760","260","S8",38.6
"4761","261","S8",39.83
"4762","262","S8",38.96
"4763","263","S8",38.83
"4764","264","S8",39.11
"4765","265","S8",38.14
"4766","266","S8",38.81
"4767","267","S8",39.38
"4768","268","S8",38.53
"4769","269","S8",38.42
"4770","270","S8",39.13
"4771","271","S8",38.57
"4772","272","S8",39.07
"4773","273","S8",38.27
"4774","274","S8",39.23
"4775","275","S8",39.28
"4776","276","S8",39.33
"4777","277","S8",38.76
"4778","278","S8",39.47
"4779","279","S8",38.58
"4780","280","S8",39.03
"4781","281","S8",38.62
"4782","282","S8",37.95
"4783","283","S8",39.31
"4784","284","S8",39.04
"4785","285","S8",38.75
"4786","286","S8",39.65
"4787","287","S8",39.02
"4788","288","S8",38.55
"4789","289","S8",38.3
"4790","290","S8",38.97
"4791","291","S8",39.34
"4792","292","S8",39.02
"4793","293","S8",38.94
"4794","294","S8",38.99
"4795","295","S8",39.04
"4796","296","S8",38.49
"4797","297","S8",39.49
"4798","298","S8",38.81
"4799","299","S8",38.8
"4800","300","S8",39.24
"4801","301","S8",38.56
"4802","302","S8",38.88
"4803","303","S8",39.82
"4804","304","S8",38.51
"4805","305","S8",39.36
"4806","306","S8",38.73
"4807","307","S8",38.74
"4808","308","S8",38.8
"4809","309","S8",39.54
"4810","310","S8",38.4
"4811","311","S8",38.13
"4812","312","S8",38.91
"4813","313","S8",38.79
"4814","314","S8",38.9
"4815","315","S8",39.21
"4816","316","S8",38.97
"4817","317","S8",38.69
"4818","318","S8",38.91
"4819","319","S8",40.06
"4820","320","S8",38.67
"4821","321","S8",38.86
"4822","322","S8",39.38
"4823","323","S8",39.16
"4824","324","S8",38.88
"4825","325","S8",38.55
"4826","326","S8",39.43
"4827","327","S8",38.58
"4828","328","S8",38.28
"4829","329","S8",38.57
"4830","330","S8",39.02
"4831","331","S8",38.61
"4832","332","S8",38.21
"4833","333","S8",39.49
"4834","334","S8",38.17
"4835","335","S8",38.79
"4836","336","S8",38.83
"4837","337","S8",38.29
"4838","338","S8",39.04
"4839","339","S8",39.68
"4840","340","S8",38.94
"4841","341","S8",39.31
"4842","342","S8",39.72
"4843","343","S8",39.04
"4844","344","S8",38.97
"4845","345","S8",39.1
"4846","346","S8",39.17
"4847","347","S8",39.26
"4848","348","S8",39.53
"4849","349","S8",38.98
"4850","350","S8",39.05
"4851","351","S8",39.31
"4852","352","S8",38.62
"4853","353","S8",39.29
"4854","354","S8",39.55
"4855","355","S8",39.3
"4856","356","S8",38.85
"4857","357","S8",39.04
"4858","358","S8",39.07
"4859","359","S8",39.14
"4860","360","S8",38.88
"4861","361","S8",39.21
"4862","362","S8",38.34
"4863","363","S8",38.68
"4864","364","S8",38.58
"4865","365","S8",39.76
"4866","366","S8",39.13
"4867","367","S8",38.35
"4868","368","S8",39.18
"4869","369","S8",38.28
"4870","370","S8",39.12
"4871","371","S8",38.92
"4872","372","S8",39.36
"4873","373","S8",38.76
"4874","374","S8",38.89
"4875","375","S8",38.77
"4876","376","S8",38.75
"4877","377","S8",38.57
"4878","378","S8",38.52
"4879","379","S8",40.16
"4880","380","S8",38.74
"4881","381","S8",38.57
"4882","382","S8",38.62
"4883","383","S8",39.27
"4884","384","S8",39.28
"4885","385","S8",38.92
"4886","386","S8",38.41
"4887","387","S8",38.72
"4888","388","S8",38.99
"4889","389","S8",38.55
"4890","390","S8",38.16
"4891","391","S8",37.97
"4892","392","S8",39.09
"4893","393","S8",38.34
"4894","394","S8",39.15
"4895","395","S8",38.33
"4896","396","S8",39.29
"4897","397","S8",38.8
"4898","398","S8",38.81
"4899","399","S8",38.34
"4900","400","S8",38.37
"4901","401","S8",39.7
"4902","402","S8",38.8
"4903","403","S8",39.38
"4904","404","S8",39.59
"4905","405","S8",38.04
"4906","406","S8",39.12
"4907","407","S8",38.84
"4908","408","S8",39.48
"4909","409","S8",38.23
"4910","410","S8",37.61
"4911","411","S8",39.8
"4912","412","S8",38.8
"4913","413","S8",38.61
"4914","414","S8",38.89
"4915","415","S8",38.87
"4916","416","S8",39.24
"4917","417","S8",39.51
"4918","418","S8",38.51
"4919","419","S8",39.33
"4920","420","S8",39.05
"4921","421","S8",38.61
"4922","422","S8",38.53
"4923","423","S8",38.12
"4924","424","S8",39.21
"4925","425","S8",39.09
"4926","426","S8",38.27
"4927","427","S8",39.86
"4928","428","S8",38.78
"4929","429","S8",38.52
"4930","430","S8",38.81
"4931","431","S8",39.07
"4932","432","S8",38.81
"4933","433","S8",39.37
"4934","434","S8",38.77
"4935","435","S8",38.82
"4936","436","S8",38.45
"4937","437","S8",38.77
"4938","438","S8",38.68
"4939","439","S8",38.6
"4940","440","S8",38.82
"4941","441","S8",38.67
"4942","442","S8",37.6
"4943","443","S8",39.45
"4944","444","S8",38.57
"4945","445","S8",39.06
"4946","446","S8",39.49
"4947","447","S8",38.71
"4948","448","S8",38.45
"4949","449","S8",38.65
"4950","450","S8",38.67
"4951","451","S8",38.53
"4952","452","S8",39.1
"4953","453","S8",38.75
"4954","454","S8",39.25
"4955","455","S8",38.76
"4956","456","S8",39.21
"4957","457","S8",39.69
"4958","458","S8",39.22
"4959","459","S8",39.07
"4960","460","S8",39.09
"4961","461","S8",38.79
"4962","462","S8",38.74
"4963","463","S8",39.33
"4964","464","S8",38.26
"4965","465","S8",38.33
"4966","466","S8",38.99
"4967","467","S8",39.17
"4968","468","S8",38.49
"4969","469","S8",38.22
"4970","470","S8",38.62
"4971","471","S8",39.85
"4972","472","S8",39.1
"4973","473","S8",39.11
"4974","474","S8",38.97
"4975","475","S8",38.26
"4976","476","S8",39.03
"4977","477","S8",38.83
"4978","478","S8",38.35
"4979","479","S8",38.73
"4980","480","S8",38.49
"4981","481","S8",38.47
"4982","482","S8",38.19
"4983","483","S8",38.96
"4984","484","S8",38.8
"4985","485","S8",39.32
"4986","486","S8",39.33
"4987","487","S8",38.32
"4988","488","S8",38.49
"4989","489","S8",38.99
"4990","490","S8",39.12
"4991","491","S8",38.83
"4992","492","S8",39.2
"4993","493","S8",38.85
"4994","494","S8",39.65
"4995","495","S8",38.6
"4996","496","S8",38.65
"4997","497","S8",38.65
"4998","498","S8",38.55
"4999","499","S8",38.43
"5000","500","S8",38.59
"5001","1","S9",38.08
"5002","2","S9",38.29
"5003","3","S9",38.28
"5004","4","S9",37.4
"5005","5","S9",37.67
"5006","6","S9",38.83
"5007","7","S9",38.48
"5008","8","S9",38
"5009","9","S9",38.06
"5010","10","S9",38.76
"5011","11","S9",38.29
"5012","12","S9",38.17
"5013","13","S9",38.64
"5014","14","S9",38.91
"5015","15","S9",38.24
"5016","16","S9",38.79
"5017","17","S9",37.74
"5018","18","S9",38.39
"5019","19","S9",37.74
"5020","20","S9",38.32
"5021","21","S9",37.72
"5022","22","S9",38.02
"5023","23","S9",38.06
"5024","24","S9",37.79
"5025","25","S9",37.76
"5026","26","S9",38.62
"5027","27","S9",37.19
"5028","28","S9",38.54
"5029","29","S9",38.06
"5030","30","S9",38.06
"5031","31","S9",38.54
"5032","32","S9",37.53
"5033","33","S9",37.76
"5034","34","S9",38.37
"5035","35","S9",39.01
"5036","36","S9",39.06
"5037","37","S9",37.69
"5038","38","S9",38.68
"5039","39","S9",38.21
"5040","40","S9",38.27
"5041","41","S9",37.08
"5042","42","S9",37.92
"5043","43","S9",38.3
"5044","44","S9",38.37
"5045","45","S9",37.92
"5046","46","S9",37.88
"5047","47","S9",38.2
"5048","48","S9",38.05
"5049","49","S9",38.74
"5050","50","S9",38.99
"5051","51","S9",37.96
"5052","52","S9",38.56
"5053","53","S9",37.9
"5054","54","S9",38.27
"5055","55","S9",38.32
"5056","56","S9",37.9
"5057","57","S9",37.52
"5058","58","S9",38.04
"5059","59","S9",38.01
"5060","60","S9",37.91
"5061","61","S9",37.64
"5062","62","S9",38.39
"5063","63","S9",38.18
"5064","64","S9",38.61
"5065","65","S9",37.95
"5066","66","S9",37.86
"5067","67","S9",37.45
"5068","68","S9",38.13
"5069","69","S9",38.33
"5070","70","S9",38.26
"5071","71","S9",38.22
"5072","72","S9",38.16
"5073","73","S9",37.43
"5074","74","S9",38.09
"5075","75","S9",37.83
"5076","76","S9",38.82
"5077","77","S9",38.15
"5078","78","S9",37.32
"5079","79","S9",38.11
"5080","80","S9",37.43
"5081","81","S9",37.25
"5082","82","S9",37.69
"5083","83","S9",38.71
"5084","84","S9",37.8
"5085","85","S9",38.12
"5086","86","S9",37.96
"5087","87","S9",38.24
"5088","88","S9",38.58
"5089","89","S9",38.29
"5090","90","S9",38.79
"5091","91","S9",38.04
"5092","92","S9",37.93
"5093","93","S9",38.74
"5094","94","S9",37.67
"5095","95","S9",38.71
"5096","96","S9",38.13
"5097","97","S9",38.22
"5098","98","S9",38.55
"5099","99","S9",38.84
"5100","100","S9",38.12
"5101","101","S9",37.62
"5102","102","S9",38.47
"5103","103","S9",38.08
"5104","104","S9",37.71
"5105","105","S9",37.98
"5106","106","S9",37.77
"5107","107","S9",38.83
"5108","108","S9",37.5
"5109","109","S9",37.66
"5110","110","S9",37.98
"5111","111","S9",38
"5112","112","S9",37.92
"5113","113","S9",37.5
"5114","114","S9",38.34
"5115","115","S9",37.89
"5116","116","S9",38
"5117","117","S9",38.88
"5118","118","S9",38.93
"5119","119","S9",37.32
"5120","120","S9",38.08
"5121","121","S9",38.09
"5122","122","S9",38.9
"5123","123","S9",38.41
"5124","124","S9",38.01
"5125","125","S9",37.86
"5126","126","S9",38.08
"5127","127","S9",37.75
"5128","128","S9",37.09
"5129","129","S9",38.8
"5130","130","S9",38.91
"5131","131","S9",38.44
"5132","132","S9",38.83
"5133","133","S9",37.77
"5134","134","S9",38.49
"5135","135","S9",37.31
"5136","136","S9",38.18
"5137","137","S9",37.81
"5138","138","S9",38.38
"5139","139","S9",37.61
"5140","140","S9",38.01
"5141","141","S9",38.78
"5142","142","S9",38.11
"5143","143","S9",38.2
"5144","144","S9",37.72
"5145","145","S9",39.18
"5146","146","S9",38.29
"5147","147","S9",38.24
"5148","148","S9",38.29
"5149","149","S9",37.25
"5150","150","S9",37.29
"5151","151","S9",37.38
"5152","152","S9",38.32
"5153","153","S9",37.73
"5154","154","S9",37.01
"5155","155","S9",37.8
"5156","156","S9",38.71
"5157","157","S9",37.94
"5158","158","S9",37.31
"5159","159","S9",37.51
"5160","160","S9",37.83
"5161","161","S9",37.62
"5162","162","S9",38.23
"5163","163","S9",37.19
"5164","164","S9",38.01
"5165","165","S9",38.09
"5166","166","S9",38.13
"5167","167","S9",38
"5168","168","S9",38.78
"5169","169","S9",38.49
"5170","170","S9",39.02
"5171","171","S9",38.09
"5172","172","S9",37.67
"5173","173","S9",37.77
"5174","174","S9",37.03
"5175","175","S9",38.01
"5176","176","S9",38.46
"5177","177","S9",37.57
"5178","178","S9",38.71
"5179","179","S9",36.84
"5180","180","S9",38.36
"5181","181","S9",38.01
"5182","182","S9",37.44
"5183","183","S9",38.71
"5184","184","S9",38.7
"5185","185","S9",38.73
"5186","186","S9",39.17
"5187","187","S9",37.91
"5188","188","S9",38.85
"5189","189","S9",37.95
"5190","190","S9",38.24
"5191","191","S9",38.16
"5192","192","S9",38.54
"5193","193","S9",38.67
"5194","194","S9",38.42
"5195","195","S9",37.79
"5196","196","S9",37.83
"5197","197","S9",37.73
"5198","198","S9",38.88
"5199","199","S9",38.89
"5200","200","S9",37.57
"5201","201","S9",38.21
"5202","202","S9",37.52
"5203","203","S9",38.41
"5204","204","S9",37.89
"5205","205","S9",37.62
"5206","206","S9",38.66
"5207","207","S9",38.1
"5208","208","S9",38.94
"5209","209","S9",37.92
"5210","210","S9",37.63
"5211","211","S9",38.15
"5212","212","S9",37.69
"5213","213","S9",38.91
"5214","214","S9",37.23
"5215","215","S9",38.91
"5216","216","S9",38.01
"5217","217","S9",38.26
"5218","218","S9",37.82
"5219","219","S9",37.98
"5220","220","S9",38.2
"5221","221","S9",38.1
"5222","222","S9",37.49
"5223","223","S9",38.33
"5224","224","S9",37.64
"5225","225","S9",37.32
"5226","226","S9",38.21
"5227","227","S9",37.67
"5228","228","S9",38.19
"5229","229","S9",38.57
"5230","230","S9",38.39
"5231","231","S9",38.44
"5232","232","S9",38.71
"5233","233","S9",38.5
"5234","234","S9",37.84
"5235","235","S9",37.94
"5236","236","S9",37.28
"5237","237","S9",39.16
"5238","238","S9",38.36
"5239","239","S9",38.15
"5240","240","S9",39.05
"5241","241","S9",38.31
"5242","242","S9",38.22
"5243","243","S9",38.91
"5244","244","S9",39.16
"5245","245","S9",37.87
"5246","246","S9",38.83
"5247","247","S9",38.06
"5248","248","S9",38.23
"5249","249","S9",37.82
"5250","250","S9",37.59
"5251","251","S9",39.08
"5252","252","S9",38.13
"5253","253","S9",37.96
"5254","254","S9",39.12
"5255","255","S9",38.48
"5256","256","S9",38.19
"5257","257","S9",37.56
"5258","258","S9",38.53
"5259","259","S9",38.53
"5260","260","S9",37.84
"5261","261","S9",39.1
"5262","262","S9",38.19
"5263","263","S9",38.1
"5264","264","S9",38.35
"5265","265","S9",37.34
"5266","266","S9",38
"5267","267","S9",38.6
"5268","268","S9",37.74
"5269","269","S9",37.6
"5270","270","S9",38.34
"5271","271","S9",37.84
"5272","272","S9",38.46
"5273","273","S9",37.59
"5274","274","S9",38.49
"5275","275","S9",38.63
"5276","276","S9",38.65
"5277","277","S9",37.99
"5278","278","S9",38.64
"5279","279","S9",37.75
"5280","280","S9",38.14
"5281","281","S9",37.73
"5282","282","S9",37.14
"5283","283","S9",38.58
"5284","284","S9",38.25
"5285","285","S9",38.01
"5286","286","S9",38.8
"5287","287","S9",38.46
"5288","288","S9",37.75
"5289","289","S9",37.61
"5290","290","S9",38.15
"5291","291","S9",38.47
"5292","292","S9",38.19
"5293","293","S9",38.05
"5294","294","S9",38.21
"5295","295","S9",38.25
"5296","296","S9",37.72
"5297","297","S9",38.59
"5298","298","S9",38.14
"5299","299","S9",38.05
"5300","300","S9",38.49
"5301","301","S9",37.85
"5302","302","S9",38.22
"5303","303","S9",39.01
"5304","304","S9",37.87
"5305","305","S9",38.52
"5306","306","S9",37.99
"5307","307","S9",38.01
"5308","308","S9",37.95
"5309","309","S9",38.74
"5310","310","S9",37.55
"5311","311","S9",37.22
"5312","312","S9",38.16
"5313","313","S9",38.14
"5314","314","S9",38.14
"5315","315","S9",38.43
"5316","316","S9",38.38
"5317","317","S9",37.85
"5318","318","S9",37.99
"5319","319","S9",39.28
"5320","320","S9",37.93
"5321","321","S9",38.27
"5322","322","S9",38.64
"5323","323","S9",38.33
"5324","324","S9",38.04
"5325","325","S9",37.78
"5326","326","S9",38.76
"5327","327","S9",37.87
"5328","328","S9",37.52
"5329","329","S9",37.66
"5330","330","S9",38.12
"5331","331","S9",37.84
"5332","332","S9",37.36
"5333","333","S9",38.59
"5334","334","S9",37.47
"5335","335","S9",38.12
"5336","336","S9",38
"5337","337","S9",37.43
"5338","338","S9",38.01
"5339","339","S9",38.85
"5340","340","S9",38.36
"5341","341","S9",38.51
"5342","342","S9",38.99
"5343","343","S9",38.26
"5344","344","S9",38.23
"5345","345","S9",38.34
"5346","346","S9",38.42
