"","x"
"7833",8.5
"7834",12.5
"7835",32.5
"7836",12.5
"7837",8.5
"7838",17.5
"7839",37.5
"7840",0.5
"7841",4
"7842",6
"7843",12.5
"7844",8.5
"7845",27.5
"7846",6
"7847",2
"7848",2
"7849",27.5
"7850",87.5
"7851",12.5
"7852",2
"7853",2
"7854",2
"7855",17.5
"7856",12.5
"7857",37.5
"7858",4
"7859",27.5
"7860",22.5
"7861",12.5
"7862",22.5
"7863",6
"7864",8.5
"7865",6
"7866",4
"7867",2
"7868",2
"7869",8.5
"7870",0.5
"7871",6
"7872",17.5
"7873",22.5
"7874",4
"7875",6
"7876",32.5
"7877",2
"7878",6
"7879",2
"7880",8.5
"7881",4
"7882",2
"7883",8.5
"7884",12.5
"7885",2
"7886",2
"7887",12.5
"7888",37.5
"7889",22.5
"7890",22.5
"7891",4
"7892",4
"7893",17.5
"7894",8.5
"7895",2
"7896",12.5
"7897",2
"7898",17.5
"7899",2
"7900",2
"7901",22.5
"7902",2
"7903",2
"7904",8.5
"7905",8.5
"7906",4
"7907",6
"7908",12.5
"7909",32.5
"7910",8.5
"7911",0.5
"7912",12.5
"7913",8.5
"7914",32.5
"7915",4
"7916",12.5
"7917",12.5
"7918",12.5
"7919",8.5
"7920",22.5
"7921",8.5
"7922",4
"7923",27.5
"7924",4
"7925",8.5
"7926",12.5
"7927",2
"7928",4
"7929",4
"7930",8.5
"7931",22.5
"7932",22.5
"7933",6
"7934",12.5
"7935",4
"7936",27.5
"7937",22.5
"7938",12.5
"7939",12.5
"7940",47.5
"7941",6
"7942",17.5
"7943",0.5
"7944",8.5
"7945",12.5
"7946",8.5
"7947",4
"7948",2
"7949",37.5
"7950",2
"7951",2
"7952",2
"7953",22.5
"7954",4
"7955",12.5
"7956",2
"7957",12.5
"7958",17.5
"7959",4
"7960",12.5
"7961",22.5
"7962",8.5
"7963",2
"7964",8.5
"7965",0.5
"7966",17.5
"7967",42.5
"7968",22.5
"7969",27.5
"7970",27.5
"7971",32.5
"7972",2
"7973",12.5
"7974",2
"7975",4
"7976",2
"7977",4
"7978",17.5
"7979",4
"7980",12.5
"7981",12.5
"7982",8.5
"7983",37.5
"7984",27.5
"7985",2
"7986",2
"7987",2
"7988",17.5
"7989",8.5
"7990",12.5
"7991",12.5
"7992",17.5
"7993",2
"7994",2
"7995",2
"7996",6
"7997",6
"7998",8.5
"7999",27.5
"8000",2
"8001",12.5
"8002",4
"8003",0.5
"8004",4
"8005",4
"8006",22.5
"8007",4
"8008",0.5
"8009",12.5
"8010",17.5
"8011",12.5
"8012",6
"8013",12.5
"8014",0.5
"8015",4
"8016",8.5
"8017",17.5
"8018",32.5
"8019",2
"8020",2
"8021",12.5
"8022",0.5
"8023",4
"8024",17.5
"8025",4
"8026",0.5
"8027",2
"8028",4
"8029",6
"8030",2
"8031",8.5
"8032",17.5
"8033",17.5
"8034",6
"8035",8.5
"8036",0.5
"8037",4
"8038",12.5
"8039",6
"8040",27.5
"8041",0.5
"8042",2
"8043",4
"8044",12.5
"8045",12.5
"8046",6
"8047",2
"8048",37.5
"8049",17.5
"8050",17.5
"8051",0.5
"8052",4
"8053",2
"8054",12.5
"8055",6
"8056",12.5
"8057",27.5
"8058",8.5
"8059",42.5
"8060",4
"8061",4
"8062",4
"8063",22.5
"8064",17.5
"8065",12.5
"8066",17.5
"8067",6
"8068",12.5
"8069",8.5
"8070",17.5
"8071",57.5
"8072",22.5
"8073",8.5
"8074",4
"8075",2
"8076",32.5
"8077",8.5
"8078",47.5
"8079",8.5
"8080",8.5
"8081",6
"8082",6
"8083",6
"8084",37.5
"8085",17.5
"8086",12.5
"8087",0.5
"8088",2
"8089",17.5
"8090",6
"8091",6
"8092",12.5
"8093",2
"8094",12.5
"8095",4
"8096",6
"8097",22.5
"8098",8.5
"8099",8.5
"8100",12.5
"8101",12.5
"8102",17.5
"8103",22.5
"8104",2
"8105",8.5
"8106",22.5
"8107",8.5
"8108",6
"8109",4
"8110",27.5
"8111",32.5
"8112",8.5
"8113",22.5
"8114",22.5
"8115",0.5
"8116",22.5
"8117",8.5
"8118",6
"8119",4
"8120",2
"8121",27.5
"8122",17.5
"8123",32.5
"8124",22.5
"8125",17.5
"8126",4
"8127",42.5
"8128",4
"8129",0.5
"8130",32.5
"8131",2
"8132",37.5
"8133",27.5
"8134",12.5
"8135",2
"8136",12.5
"8137",57.5
"8138",12.5
"8139",6
"8140",4
"8141",12.5
"8142",47.5
"8143",0.5
"8144",2
"8145",4
"8146",22.5
"8147",47.5
"8148",4
"8149",12.5
"8150",6
"8151",22.5
"8152",0.5
"8153",0.5
"8154",8.5
"8155",22.5
"8156",4
"8157",0.5
"8158",22.5
"8159",4
"8160",17.5
"8161",12.5
"8162",12.5
"8163",27.5
"8164",12.5
"8165",8.5
"8166",12.5
"8167",2
"8168",17.5
"8169",42.5
"8170",22.5
"8171",27.5
"8172",42.5
"8173",37.5
"8174",8.5
"8175",12.5
"8176",17.5
"8177",12.5
"8178",0.5
"8179",4
"8180",8.5
"8181",2
"8182",22.5
"8183",2
"8184",17.5
"8185",8.5
"8186",6
"8187",8.5
"8188",17.5
"8189",8.5
"8190",12.5
"8191",8.5
"8192",6
"8193",12.5
"8194",2
"8195",4
"8196",22.5
"8197",8.5
"8198",2
"8199",2
"8200",0.5
"8201",2
"8202",12.5
"8203",2
"8204",12.5
"8205",4
"8206",17.5
"8207",2
"8208",6
"8209",22.5
"8210",12.5
"8211",12.5
"8212",0.5
"8213",32.5
"8214",32.5
"8215",8.5
"8216",47.5
"8217",12.5
"8218",22.5
"8219",37.5
"8220",52.5
"8221",17.5
"8222",12.5
"8223",22.5
"8224",8.5
"8225",42.5
"8226",0.5
"8227",2
"8228",12.5
"8229",6
"8230",2
"8231",2
"8232",8.5
"8233",22.5
"8234",8.5
"8235",4
"8236",4
"8237",8.5
"8238",17.5
"8239",22.5
"8240",6
"8241",12.5
"8242",6
"8243",2
"8244",8.5
"8245",4
"8246",2
"8247",12.5
"8248",22.5
"8249",12.5
"8250",32.5
"8251",12.5
"8252",22.5
"8253",57.5
"8254",4
"8255",8.5
"8256",12.5
"8257",8.5
"8258",12.5
"8259",8.5
"8260",22.5
"8261",2
"8262",0.5
"8263",12.5
"8264",8.5
"8265",8.5
"8266",6
"8267",37.5
"8268",17.5
"8269",6
"8270",8.5
"8271",12.5
"8272",17.5
"8273",17.5
"8274",42.5
"8275",4
"8276",22.5
"8277",17.5
"8278",12.5
"8279",52.5
"8280",12.5
"8281",57.5
"8282",42.5
"8283",0.5
"8284",27.5
"8285",8.5
"8286",8.5
"8287",22.5
"8288",22.5
"8289",4
"8290",12.5
"8291",12.5
"8292",2
"8293",4
"8294",6
"8295",8.5
"8296",42.5
"8297",8.5
"8298",8.5
"8299",6
"8300",2
"8301",17.5
"8302",22.5
"8303",102.5
"8304",2
"8305",6
"8306",4
"8307",4
"8308",42.5
"8309",17.5
"8310",6
"8311",22.5
"8312",12.5
"8313",2
"8314",8.5
"8315",12.5
"8316",8.5
"8317",12.5
"8318",8.5
"8319",0.5
"8320",17.5
"8321",8.5
"8322",47.5
"8323",12.5
"8324",12.5
"8325",12.5
"8326",22.5
"8327",0.5
"8328",6
"8329",4
"8330",8.5
"8331",2
"8332",37.5
"8333",47.5
"8334",12.5
"8335",17.5
"8336",12.5
"8337",2
"8338",8.5
"8339",6
"8340",42.5
"8341",2
"8342",8.5
"8343",2
"8344",4
"8345",4
"8346",6
"8347",6
"8348",8.5
"8349",37.5
"8350",17.5
"8351",4
"8352",32.5
"8353",2
"8354",4
"8355",17.5
"8356",4
"8357",12.5
"8358",4
"8359",4
"8360",42.5
"8361",0.5
"8362",22.5
"8363",8.5
"8364",6
"8365",6
"8366",27.5
"8367",4
"8368",6
"8369",2
"8370",12.5
"8371",2
"8372",12.5
"8373",6
"8374",0.5
"8375",12.5
"8376",22.5
"8377",2
"8378",12.5
"8379",0.5
"8380",2
"8381",4
"8382",2
"8383",12.5
"8384",17.5
"8385",6
"8386",32.5
"8387",0.5
"8388",8.5
"8389",4
"8390",0.5
"8391",17.5
"8392",4
"8393",22.5
"8394",0.5
"8395",12.5
"8396",12.5
"8397",17.5
"8398",17.5
"8399",17.5
"8400",12.5
"8401",4
"8402",37.5
"8403",8.5
"8404",12.5
"8405",2
"8406",27.5
"8407",17.5
"8408",8.5
"8409",6
"8410",12.5
"8411",8.5
"8412",2
"8413",8.5
"8414",4
"8415",22.5
"8416",8.5
"8417",12.5
"8418",12.5
"8419",2
"8420",27.5
"8421",12.5
"8422",0.5
"8423",8.5
"8424",6
"8425",42.5
"8426",27.5
"8427",2
"8428",42.5
"8429",17.5
"8430",52.5
"8431",0.5
"8432",2
"8433",2
"8434",17.5
"8435",52.5
"8436",32.5
"8437",2
"8438",6
"8439",17.5
"8440",12.5
"8441",47.5
"8442",27.5
"8443",17.5
"8444",32.5
"8445",17.5
"8446",37.5
"8447",2
"8448",2
"8449",0.5
"8450",8.5
"8451",0.5
"8452",8.5
"8453",2
"8454",17.5
"8455",6
"8456",0.5
"8457",6
"8458",12.5
"8459",6
"8460",42.5
"8461",4
"8462",0.5
"8463",12.5
"8464",4
"8465",4
"8466",12.5
"8467",2
"8468",4
"8469",8.5
"8470",8.5
"8471",12.5
"8472",2
"8473",27.5
"8474",17.5
"8475",2
"8476",2
"8477",12.5
"8478",47.5
"8479",2
"8480",2
"8481",6
"8482",4
"8483",12.5
"8484",8.5
"8485",2
"8486",37.5
"8487",52.5
"8488",4
"8489",8.5
"8490",4
"8491",12.5
"8492",12.5
"8493",47.5
"8494",4
"8495",6
"8496",0.5
"8497",17.5
"8498",4
"8499",0.5
"8500",17.5
"8501",6
"8502",22.5
"8503",22.5
"8504",12.5
"8505",2
"8506",17.5
"8507",17.5
"8508",6
"8509",2
"8510",32.5
"8511",22.5
"8512",12.5
"8513",52.5
"8514",8.5
"8515",37.5
"8516",2
"8517",17.5
"8518",2
"8519",4
"8520",12.5
"8521",17.5
"8522",17.5
"8523",4
"8524",27.5
"8525",12.5
"8526",2
"8527",27.5
"8528",8.5
"8529",8.5
"8530",8.5
"8531",32.5
"8532",2
"8533",2
"8534",12.5
"8535",6
"8536",17.5
"8537",12.5
"8538",12.5
"8539",32.5
"8540",4
"8541",0.5
"8542",4
"8543",0.5
"8544",2
"8545",12.5
"8546",4
"8547",32.5
"8548",4
"8549",22.5
"8550",4
"8551",2
"8552",37.5
"8553",2
"8554",8.5
"8555",2
"8556",12.5
"8557",22.5
"8558",8.5
"8559",8.5
"8560",17.5
"8561",32.5
"8562",12.5
"8563",17.5
"8564",2
"8565",17.5
"8566",2
"8567",2
"8568",2
"8569",0.5
"8570",12.5
"8571",8.5
"8572",2
"8573",22.5
"8574",2
"8575",8.5
"8576",4
"8577",6
"8578",17.5
"8579",17.5
"8580",8.5
"8581",22.5
"8582",37.5
"8583",2
"8584",8.5
"8585",6
"8586",8.5
"8587",8.5
"8588",2
"8589",8.5
"8590",8.5
"8591",2
"8592",4
"8593",8.5
"8594",22.5
"8595",0.5
"8596",0.5
"8597",2
"8598",42.5
"8599",22.5
"8600",17.5
"8601",37.5
"8602",6
"8603",6
"8604",17.5
"8605",2
"8606",2
"8607",22.5
"8608",62.5
"8609",12.5
"8610",77.5
"8611",4
"8612",2
"8613",4
"8614",8.5
"8615",6
"8616",27.5
"8617",4
"8618",12.5
"8619",27.5
"8620",12.5
"8621",4
"8622",2
"8623",12.5
"8624",42.5
"8625",8.5
"8626",17.5
"8627",2
"8628",2
"8629",0.5
"8630",12.5
"8631",2
"8632",12.5
"8633",4
"8634",4
"8635",0.5
"8636",8.5
"8637",8.5
"8638",2
"8639",12.5
"8640",27.5
"8641",12.5
"8642",8.5
"8643",8.5
"8644",27.5
"8645",12.5
"8646",37.5
"8647",47.5
"8648",27.5
"8649",6
"8650",2
"8651",2
"8652",0.5
"8653",6
"8654",17.5
"8655",12.5
"8656",6
"8657",6
"8658",6
"8659",17.5
"8660",22.5
"8661",8.5
"8662",12.5
"8663",17.5
"8664",37.5
"8665",0.5
"8666",17.5
"8667",12.5
"8668",22.5
"8669",12.5
"8670",22.5
"8671",17.5
"8672",12.5
"8673",8.5
"8674",6
"8675",4
"8676",17.5
"8677",2
"8678",2
"8679",52.5
"8680",6
"8681",17.5
"8682",6
"8683",17.5
"8684",6
"8685",6
"8686",2
"8687",8.5
"8688",4
"8689",22.5
"8690",4
"8691",42.5
"8692",4
"8693",47.5
"8694",17.5
"8695",8.5
"8696",2
"8697",37.5
"8698",0.5
"8699",4
"8700",6
"8701",2
"8702",8.5
"8703",6
"8704",6
"8705",47.5
"8706",6
"8707",4
"8708",4
"8709",22.5
"8710",32.5
"8711",2
"8712",12.5
"8713",22.5
"8714",0.5
"8715",4
"8716",12.5
"8717",57.5
"8718",12.5
"8719",17.5
"8720",6
"8721",0.5
"8722",6
"8723",2
"8724",12.5
"8725",6
"8726",22.5
"8727",2
"8728",4
"8729",22.5
"8730",17.5
"8731",12.5
"8732",8.5
"8733",22.5
"8734",2
"8735",22.5
"8736",2
"8737",12.5
"8738",42.5
"8739",27.5
"8740",2
"8741",2
"8742",12.5
"8743",2
"8744",2
"8745",12.5
"8746",22.5
"8747",17.5
"8748",27.5
"8749",27.5
"8750",8.5
"8751",6
"8752",4
"8753",12.5
"8754",47.5
"8755",12.5
"8756",17.5
"8757",2
"8758",4
"8759",12.5
"8760",32.5
"8761",8.5
"8762",6
"8763",2
"8764",12.5
"8765",0.5
"8766",0.5
"8767",17.5
"8768",8.5
"8769",12.5
"8770",12.5
"8771",8.5
"8772",17.5
"8773",4
"8774",27.5
"8775",22.5
"8776",2
"8777",8.5
"8778",27.5
"8779",8.5
"8780",4
"8781",12.5
"8782",6
"8783",17.5
"8784",37.5
"8785",37.5
"8786",2
"8787",4
"8788",22.5
"8789",12.5
"8790",12.5
"8791",8.5
"8792",6
"8793",2
"8794",6
"8795",2
"8796",2
"8797",102.5
"8798",2
"8799",8.5
"8800",27.5
"8801",8.5
"8802",12.5
"8803",6
"8804",37.5
"8805",6
"8806",4
"8807",22.5
"8808",12.5
"8809",2
"8810",12.5
"8811",27.5
"8812",6
"8813",8.5
"8814",6
"8815",6
"8816",2
"8817",22.5
"8818",2
"8819",42.5
"8820",2
"8821",47.5
"8822",8.5
"8823",52.5
"8824",8.5
"8825",12.5
"8826",8.5
"8827",22.5
"8828",12.5
"8829",6
"8830",2
"8831",37.5
"8832",2
"8833",4
"8834",2
"8835",22.5
"8836",6
"8837",2
"8838",17.5
"8839",12.5
"8840",22.5
"8841",4
"8842",32.5
"8843",6
"8844",12.5
"8845",12.5
"8846",2
"8847",17.5
"8848",6
"8849",22.5
"8850",47.5
"8851",4
"8852",0.5
"8853",8.5
"8854",22.5
"8855",8.5
"8856",37.5
"8857",32.5
"8858",2
"8859",12.5
"8860",22.5
"8861",2
"8862",8.5
"8863",4
"8864",4
"8865",37.5
"8866",4
"8867",6
"8868",2
"8869",8.5
"8870",4
"8871",22.5
"8872",22.5
"8873",4
"8874",4
"8875",12.5
"8876",12.5
"8877",8.5
"8878",6
"8879",12.5
"8880",2
"8881",6
"8882",4
"8883",8.5
"8884",12.5
"8885",32.5
"8886",8.5
"8887",2
"8888",37.5
"8889",2
"8890",2
"8891",4
"8892",22.5
"8893",17.5
"8894",0.5
"8895",12.5
"8896",8.5
"8897",0.5
"8898",12.5
"8899",27.5
"8900",12.5
"8901",17.5
"8902",8.5
"8903",8.5
"8904",27.5
"8905",4
"8906",2
"8907",12.5
"8908",12.5
"8909",32.5
"8910",27.5
"8911",6
"8912",17.5
"8913",6
"8914",6
"8915",4
"8916",0.5
"8917",8.5
"8918",4
"8919",4
"8920",22.5
"8921",27.5
"8922",12.5
"8923",12.5
"8924",6
"8925",37.5
"8926",2
"8927",4
"8928",12.5
"8929",12.5
"8930",6
"8931",17.5
"8932",8.5
"8933",22.5
"8934",2
"8935",27.5
"8936",2
"8937",0.5
"8938",12.5
"8939",2
"8940",12.5
"8941",17.5
"8942",47.5
"8943",6
"8944",2
"8945",6
"8946",6
"8947",52.5
"8948",12.5
"8949",6
"8950",17.5
"8951",8.5
"8952",22.5
"8953",2
"8954",4
"8955",2
"8956",27.5
"8957",27.5
"8958",32.5
"8959",2
"8960",2
"8961",4
"8962",8.5
"8963",17.5
"8964",22.5
"8965",8.5
"8966",32.5
"8967",2
"8968",2
"8969",22.5
"8970",8.5
"8971",12.5
"8972",2
"8973",2
"8974",42.5
"8975",2
"8976",12.5
"8977",8.5
"8978",0.5
"8979",4
"8980",6
"8981",17.5
"8982",2
"8983",8.5
"8984",4
"8985",42.5
"8986",17.5
"8987",27.5
"8988",12.5
"8989",2
"8990",17.5
"8991",8.5
"8992",22.5
"8993",6
"8994",6
"8995",4
"8996",17.5
"8997",37.5
"8998",4
"8999",2
"9000",27.5
"9001",52.5
"9002",4
"9003",8.5
"9004",12.5
"9005",4
"9006",2
"9007",4
"9008",27.5
"9009",8.5
"9010",17.5
"9011",17.5
"9012",6
"9013",8.5
"9014",2
"9015",4
"9016",22.5
"9017",12.5
"9018",12.5
"9019",17.5
"9020",17.5
"9021",42.5
"9022",8.5
"9023",2
"9024",12.5
"9025",12.5
"9026",77.5
"9027",12.5
"9028",17.5
"9029",17.5
"9030",2
"9031",4
"9032",17.5
"9033",6
"9034",17.5
"9035",52.5
"9036",22.5
"9037",17.5
"9038",22.5
"9039",17.5
"9040",8.5
"9041",17.5
"9042",12.5
"9043",2
"9044",22.5
"9045",4
"9046",17.5
"9047",4
"9048",0.5
"9049",6
"9050",4
"9051",4
"9052",12.5
"9053",2
"9054",27.5
"9055",8.5
"9056",0.5
"9057",17.5
"9058",37.5
"9059",8.5
"9060",8.5
"9061",12.5
"9062",12.5
"9063",17.5
"9064",17.5
"9065",0.5
"9066",17.5
"9067",4
"9068",6
"9069",8.5
"9070",22.5
"9071",2
"9072",4
"9073",4
"9074",4
"9075",4
"9076",8.5
"9077",8.5
"9078",12.5
"9079",6
"9080",17.5
"9081",2
"9082",17.5
"9083",6
"9084",6
"9085",17.5
"9086",17.5
"9087",27.5
"9088",8.5
"9089",4
"9090",8.5
"9091",2
"9092",12.5
"9093",12.5
"9094",17.5
"9095",17.5
"9096",12.5
"9097",8.5
"9098",6
"9099",17.5
"9100",12.5
"9101",12.5
"9102",12.5
"9103",2
"9104",0.5
"9105",4
"9106",27.5
"9107",2
"9108",17.5
"9109",17.5
"9110",4
"9111",4
"9112",22.5
"9113",8.5
"9114",37.5
"9115",12.5
"9116",17.5
"9117",17.5
"9118",6
"9119",0.5
"9120",12.5
"9121",2
"9122",22.5
"9123",6
"9124",22.5
"9125",17.5
"9126",4
"9127",17.5
"9128",0.5
"9129",12.5
"9130",17.5
"9131",8.5
"9132",8.5
"9133",22.5
"9134",12.5
"9135",17.5
"9136",4
"9137",4
"9138",12.5
"9139",8.5
"9140",2
"9141",2
"9142",4
"9143",42.5
"9144",17.5
"9145",8.5
"9146",27.5
"9147",17.5
"9148",17.5
"9149",8.5
"9150",12.5
"9151",8.5
"9152",37.5
"9153",27.5
"9154",2
"9155",0.5
"9156",22.5
"9157",12.5
"9158",0.5
"9159",2
"9160",47.5
"9161",17.5
"9162",4
"9163",4
"9164",4
"9165",12.5
"9166",8.5
"9167",2
"9168",12.5
"9169",0.5
"9170",12.5
"9171",8.5
"9172",8.5
"9173",0.5
"9174",8.5
"9175",4
"9176",22.5
"9177",2
"9178",2
"9179",27.5
"9180",2
"9181",22.5
"9182",22.5
"9183",17.5
"9184",4
"9185",6
"9186",8.5
"9187",42.5
"9188",12.5
"9189",22.5
"9190",27.5
"9191",8.5
"9192",8.5
"9193",6
"9194",0.5
"9195",37.5
"9196",2
"9197",12.5
"9198",17.5
"9199",4
"9200",12.5
"9201",22.5
"9202",12.5
"9203",6
"9204",2
"9205",27.5
"9206",4
"9207",8.5
"9208",37.5
"9209",52.5
"9210",12.5
"9211",8.5
"9212",6
"9213",22.5
"9214",37.5
"9215",22.5
"9216",8.5
"9217",12.5
"9218",2
"9219",12.5
"9220",8.5
"9221",22.5
"9222",17.5
"9223",12.5
"9224",12.5
"9225",17.5
"9226",8.5
"9227",12.5
"9228",27.5
"9229",12.5
"9230",22.5
"9231",42.5
"9232",2
"9233",4
"9234",8.5
"9235",12.5
"9236",27.5
"9237",8.5
"9238",17.5
"9239",8.5
"9240",2
"9241",27.5
"9242",27.5
"9243",17.5
"9244",8.5
"9245",17.5
"9246",57.5
"9247",4
"9248",6
"9249",17.5
"9250",2
"9251",6
"9252",22.5
"9253",17.5
"9254",6
"9255",12.5
"9256",12.5
"9257",4
"9258",6
"9259",12.5
"9260",4
"9261",17.5
"9262",37.5
"9263",6
"9264",2
"9265",12.5
"9266",17.5
"9267",12.5
"9268",12.5
"9269",22.5
"9270",0.5
"9271",6
"9272",27.5
"9273",4
"9274",32.5
"9275",6
"9276",32.5
"9277",2
"9278",2
"9279",77.5
"9280",4
"9281",17.5
"9282",6
"9283",17.5
"9284",32.5
"9285",6
"9286",4
"9287",17.5
"9288",12.5
"9289",22.5
"9290",2
"9291",8.5
"9292",17.5
"9293",8.5
"9294",6
"9295",8.5
"9296",22.5
"9297",6
"9298",37.5
"9299",22.5
"9300",2
"9301",17.5
"9302",4
"9303",12.5
"9304",2
"9305",2
"9306",4
"9307",6
"9308",12.5
"9309",12.5
"9310",17.5
"9311",2
"9312",42.5
"9313",2
"9314",4
"9315",12.5
"9316",37.5
"9317",27.5
"9318",8.5
"9319",6
"9320",2
"9321",4
"9322",4
"9323",32.5
"9324",8.5
"9325",4
"9326",8.5
"9327",17.5
"9328",2
"9329",27.5
"9330",12.5
"9331",22.5
"9332",2
"9333",22.5
"9334",42.5
"9335",4
"9336",8.5
"9337",4
"9338",8.5
"9339",37.5
"9340",17.5
"9341",12.5
"9342",4
"9343",6
"9344",12.5
"9345",17.5
"9346",0.5
"9347",4
"9348",22.5
"9349",2
"9350",2
"9351",22.5
"9352",17.5
"9353",27.5
"9354",47.5
"9355",6
"9356",12.5
"9357",12.5
"9358",2
"9359",6
"9360",4
"9361",6
"9362",17.5
"9363",8.5
"9364",0.5
"9365",47.5
"9366",8.5
"9367",17.5
"9368",6
"9369",2
"9370",2
"9371",8.5
"9372",2
"9373",17.5
"9374",4
"9375",2
"9376",6
"9377",2
"9378",6
"9379",17.5
"9380",12.5
"9381",17.5
"9382",27.5
"9383",4
"9384",8.5
"9385",12.5
"9386",4
"9387",4
"9388",42.5
"9389",2
"9390",4
"9391",4
"9392",4
"9393",32.5
"9394",12.5
"9395",17.5
"9396",6
"9397",2
"9398",8.5
"9399",2
"9400",6
"9401",17.5
"9402",2
"9403",32.5
"9404",4
"9405",2
"9406",0.5
"9407",22.5
"9408",37.5
"9409",4
"9410",12.5
"9411",12.5
"9412",12.5
"9413",17.5
"9414",22.5
"9415",2
"9416",12.5
"9417",8.5
"9418",17.5
"9419",2
"9420",2
"9421",22.5
"9422",47.5
"9423",42.5
"9424",2
"9425",0.5
"9426",4
"9427",0.5
"9428",17.5
"9429",6
"9430",4
"9431",2
"9432",32.5
"9433",32.5
"9434",17.5
"9435",17.5
"9436",6
"9437",6
"9438",4
"9439",2
"9440",4
"9441",32.5
"9442",2
"9443",6
"9444",12.5
"9445",12.5
"9446",22.5
"9447",8.5
"9448",4
"9449",4
"9450",12.5
"9451",4
"9452",12.5
"9453",12.5
"9454",2
"9455",12.5
"9456",42.5
"9457",12.5
"9458",17.5
"9459",8.5
"9460",12.5
"9461",22.5
"9462",27.5
"9463",8.5
"9464",6
"9465",6
"9466",2
"9467",37.5
"9468",27.5
"9469",17.5
"9470",42.5
"9471",12.5
"9472",6
"9473",2
"9474",17.5
"9475",2
"9476",2
"9477",27.5
"9478",6
"9479",22.5
"9480",52.5
"9481",4
"9482",8.5
"9483",2
"9484",12.5
"9485",0.5
"9486",0.5
"9487",12.5
"9488",8.5
"9489",0.5
"9490",2
"9491",12.5
"9492",8.5
"9493",4
"9494",0.5
"9495",8.5
"9496",17.5
"9497",42.5
"9498",17.5
"9499",22.5
"9500",2
"9501",12.5
"9502",8.5
"9503",6
"9504",2
"9505",27.5
"9506",8.5
"9507",52.5
"9508",12.5
"9509",27.5
"9510",2
"9511",2
"9512",2
"9513",6
"9514",4
"9515",4
"9516",12.5
"9517",0.5
"9518",4
"9519",8.5
"9520",17.5
"9521",8.5
"9522",4
"9523",2
"9524",4
"9525",4
"9526",2
"9527",0.5
"9528",8.5
"9529",37.5
"9530",8.5
"9531",8.5
"9532",8.5
"9533",12.5
"9534",12.5
"9535",6
"9536",8.5
"9537",8.5
"9538",4
"9539",4
"9540",17.5
"9541",82.5
"9542",12.5
"9543",8.5
"9544",12.5
"9545",22.5
"9546",42.5
"9547",8.5
"9548",22.5
"9549",0.5
"9550",4
"9551",8.5
"9552",12.5
"9553",22.5
"9554",37.5
"9555",27.5
"9556",17.5
"9557",12.5
"9558",6
"9559",62.5
"9560",12.5
"9561",22.5
"9562",27.5
"9563",12.5
"9564",17.5
"9565",22.5
"9566",2
"9567",4
"9568",22.5
"9569",47.5
"9570",27.5
"9571",8.5
"9572",32.5
"9573",37.5
"9574",6
"9575",2
"9576",4
"9577",6
"9578",4
"9579",6
"9580",2
"9581",12.5
"9582",6
"9583",8.5
"9584",4
"9585",17.5
"9586",8.5
"9587",22.5
"9588",2
"9589",6
"9590",8.5
"9591",4
"9592",12.5
"9593",0.5
"9594",0.5
"9595",12.5
"9596",8.5
"9597",17.5
"9598",22.5
"9599",12.5
"9600",2
"9601",6
"9602",32.5
"9603",12.5
"9604",4
"9605",27.5
"9606",2
"9607",12.5
"9608",8.5
"9609",17.5
"9610",32.5
"9611",8.5
"9612",12.5
"9613",0.5
"9614",22.5
"9615",4
"9616",12.5
"9617",12.5
"9618",6
"9619",22.5
"9620",2
"9621",17.5
"9622",8.5
"9623",27.5
"9624",12.5
"9625",0.5
"9626",27.5
"9627",12.5
"9628",8.5
"9629",2
"9630",4
"9631",22.5
"9632",6
"9633",2
"9634",2
"9635",0.5
"9636",2
"9637",67.5
"9638",22.5
"9639",12.5
"9640",22.5
"9641",17.5
"9642",27.5
"9643",2
"9644",2
"9645",22.5
"9646",8.5
"9647",17.5
"9648",12.5
"9649",6
"9650",12.5
"9651",37.5
"9652",2
"9653",6
"9654",32.5
"9655",17.5
"9656",27.5
"9657",37.5
"9658",6
"9659",2
"9660",2
"9661",8.5
"9662",2
"9663",17.5
"9664",12.5
"9665",42.5
"9666",17.5
"9667",17.5
"9668",8.5
"9669",22.5
"9670",4
"9671",6
"9672",27.5
"9673",8.5
"9674",8.5
"9675",2
"9676",2
"9677",2
"9678",4
"9679",12.5
"9680",17.5
"9681",6
"9682",8.5
"9683",17.5
"9684",6
"9685",17.5
"9686",17.5
"9687",12.5
"9688",17.5
"9689",8.5
"9690",12.5
"9691",17.5
"9692",8.5
"9693",12.5
"9694",27.5
"9695",8.5
"9696",37.5
"9697",2
"9698",52.5
"9699",22.5
"9700",17.5
"9701",12.5
"9702",2
"9703",12.5
"9704",32.5
"9705",2
"9706",57.5
"9707",4
"9708",4
"9709",27.5
"9710",12.5
"9711",8.5
"9712",2
"9713",8.5
"9714",27.5
"9715",8.5
"9716",4
"9717",37.5
"9718",2
"9719",2
"9720",17.5
"9721",42.5
"9722",2
"9723",17.5
"9724",27.5
"9725",8.5
"9726",6
"9727",12.5
"9728",22.5
"9729",0.5
"9730",22.5
"9731",4
"9732",12.5
"9733",2
"9734",12.5
"9735",6
"9736",6
"9737",6
"9738",4
"9739",2
"9740",27.5
"9741",4
"9742",2
"9743",2
"9744",12.5
"9745",17.5
"9746",2
"9747",6
"9748",6
"9749",12.5
"9750",17.5
"9751",12.5
"9752",8.5
"9753",4
"9754",4
